MatchDate,Season,Team,Opponent,Venue,Shots,GoalsFor,GoalsAgainst,Result,RedCard
04/05/10,910,Almeria,Villarreal,Home,4,4,2,H,1
04/05/14,1314,Almeria,Betis,Home,6,3,2,H,1
04/05/15,1415,Almeria,Celta,Home,3,2,2,D,1
04/06/2023,2223,Almeria,Espanol,Away,4,3,3,D,0
04/10/14,1415,Almeria,Elche,Home,3,2,2,D,0
04/11/07,708,Almeria,Levante,Away,6,0,3,H,0
05/02/11,1011,Almeria,Espanol,Home,5,3,2,H,0
05/05/2024,2324,Almeria,Vallecano,Away,2,1,0,A,0
05/09/2022,2223,Almeria,Valladolid,Away,1,0,1,H,0
05/10/08,809,Almeria,Getafe,Away,7,2,2,D,0
05/11/2022,2223,Almeria,Barcelona,Away,1,0,2,H,0
05/11/2023,2324,Almeria,Alaves,Away,3,0,1,H,0
05/12/09,910,Almeria,Real Madrid,Away,4,2,4,H,0
05/12/10,1011,Almeria,Zaragoza,Home,5,1,1,D,0
06/01/08,708,Almeria,Recreativo,Away,4,1,1,D,0
06/02/2023,2223,Almeria,Vallecano,Away,5,0,2,H,0
06/03/10,910,Almeria,Barcelona,Home,2,2,2,D,0
06/03/11,1011,Almeria,Hercules,Away,6,2,1,A,0
06/04/08,708,Almeria,Ath Madrid,Away,5,3,6,H,2
06/10/13,1314,Almeria,Sevilla,Away,4,1,2,H,0
06/10/2023,2324,Almeria,Ath Bilbao,Away,1,0,3,H,0
07/02/10,910,Almeria,Sp Gijon,Home,3,3,1,H,1
07/03/15,1415,Almeria,Elche,Away,2,0,1,H,0
07/05/08,708,Almeria,Getafe,Away,5,2,4,H,0
07/05/11,1011,Almeria,Getafe,Away,1,0,2,H,0
07/10/07,708,Almeria,Ath Bilbao,Away,6,1,1,D,0
07/11/10,1011,Almeria,Sp Gijon,Home,3,1,1,D,0
07/12/08,809,Almeria,Numancia,Away,2,1,2,H,0
08/01/2023,2223,Almeria,Sociedad,Home,1,0,2,A,0
08/02/09,809,Almeria,Malaga,Away,2,2,3,H,1
08/02/14,1314,Almeria,Ath Madrid,Home,3,2,0,H,0
08/02/15,1415,Almeria,Cordoba,Away,2,2,1,A,0
08/03/09,809,Almeria,Sevilla,Away,5,1,2,H,0
08/04/15,1415,Almeria,Barcelona,Away,3,0,4,H,0
08/05/10,910,Almeria,Tenerife,Away,5,2,2,D,0
08/10/2022,2223,Almeria,Vallecano,Home,4,3,1,H,1
08/11/09,910,Almeria,Osasuna,Home,3,2,0,H,0
08/11/13,1314,Almeria,Osasuna,Away,2,1,0,A,0
08/11/14,1415,Almeria,Barcelona,Home,2,1,2,A,0
08/12/14,1415,Almeria,Eibar,Away,3,2,5,H,0
09/01/10,910,Almeria,Villarreal,Away,3,1,1,D,0
09/01/11,1011,Almeria,Mallorca,Away,2,1,4,H,0
09/03/08,708,Almeria,Osasuna,Away,3,1,2,H,0
09/03/14,1314,Almeria,Sevilla,Home,5,1,3,A,0
09/04/11,1011,Almeria,Barcelona,Away,1,1,3,H,0
09/04/2023,2223,Almeria,Valencia,Home,4,2,1,H,0
09/11/08,809,Almeria,Villarreal,Away,3,1,2,H,0
09/11/2022,2223,Almeria,Getafe,Home,3,1,0,H,1
09/12/07,708,Almeria,Valladolid,Home,3,1,0,H,0
10/02/08,708,Almeria,Mallorca,Away,0,0,0,D,0
10/05/09,809,Almeria,Sp Gijon,Home,7,3,1,H,0
10/05/15,1415,Almeria,Malaga,Home,4,1,2,A,0
10/12/2023,2324,Almeria,Ath Madrid,Away,5,1,2,H,0
11/01/09,809,Almeria,Espanol,Away,3,2,2,D,0
11/01/14,1314,Almeria,Ath Bilbao,Away,2,1,6,H,0
11/01/15,1415,Almeria,Sevilla,Home,6,0,2,A,0
11/02/2023,2223,Almeria,Betis,Home,9,2,3,A,0
11/03/2024,2324,Almeria,Sevilla,Home,4,2,2,D,0
11/04/10,910,Almeria,Ath Bilbao,Away,5,1,4,H,0
11/04/15,1415,Almeria,Granada,Home,9,3,0,H,0
11/05/08,708,Almeria,Recreativo,Home,0,0,2,A,0
11/05/11,1011,Almeria,Villarreal,Home,3,0,0,D,0
11/05/14,1314,Almeria,Granada,Away,3,2,0,A,0
11/08/2023,2324,Almeria,Vallecano,Home,5,0,2,A,0
11/11/07,708,Almeria,Ath Madrid,Home,7,0,0,D,0
11/11/2023,2324,Almeria,Sociedad,Home,2,1,3,A,0
11/12/10,1011,Almeria,Sevilla,Away,9,3,1,A,0
12/02/2024,2324,Almeria,Ath Bilbao,Home,4,0,0,D,1
12/03/11,1011,Almeria,Ath Madrid,Home,6,2,2,D,0
12/03/2023,2223,Almeria,Sevilla,Away,5,1,2,H,0
12/04/09,809,Almeria,Mallorca,Away,3,0,2,H,1
12/04/14,1314,Almeria,Real Madrid,Away,1,0,4,H,0
12/05/2024,2324,Almeria,Betis,Away,7,2,3,H,0
12/09/14,1415,Almeria,Cordoba,Home,2,1,1,D,0
12/09/2022,2223,Almeria,Osasuna,Home,2,0,1,A,0
12/12/14,1415,Almeria,Real Madrid,Home,3,1,4,A,0
13/01/08,708,Almeria,Espanol,Home,4,1,0,H,0
13/02/11,1011,Almeria,Levante,Away,3,0,1,H,0
13/02/15,1415,Almeria,Sociedad,Home,4,2,2,D,0
13/04/08,708,Almeria,Villarreal,Home,7,1,0,H,0
13/05/2023,2223,Almeria,Osasuna,Away,3,1,3,H,0
13/09/09,910,Almeria,Sp Gijon,Away,0,0,1,H,0
13/09/10,1011,Almeria,Sociedad,Home,7,2,2,D,0
13/11/10,1011,Almeria,Ath Bilbao,Away,3,0,1,H,0
13/12/09,910,Almeria,La Coruna,Home,4,1,1,D,0
14/01/2024,2324,Almeria,Girona,Home,3,0,0,D,0
14/02/10,910,Almeria,Getafe,Away,5,2,2,D,0
14/03/10,910,Almeria,Malaga,Home,3,1,0,H,0
14/04/2024,2324,Almeria,Sociedad,Away,3,2,2,D,0
14/08/2022,2223,Almeria,Real Madrid,Home,6,1,2,A,0
14/09/08,809,Almeria,Valencia,Home,3,2,2,D,0
14/09/13,1314,Almeria,Ath Madrid,Away,2,2,4,H,0
14/12/08,809,Almeria,Santander,Home,4,1,1,D,0
15/01/2023,2223,Almeria,Ath Madrid,Home,3,1,1,D,0
15/02/09,809,Almeria,Valladolid,Home,5,3,2,H,2
15/02/14,1314,Almeria,Levante,Away,3,0,1,H,0
15/03/09,809,Almeria,Barcelona,Home,1,0,2,A,0
15/03/14,1314,Almeria,Vallecano,Away,2,1,3,H,0
15/03/15,1415,Almeria,Villarreal,Home,2,0,0,D,1
15/04/10,910,Almeria,Real Madrid,Home,4,1,2,A,0
15/05/10,910,Almeria,Sevilla,Home,5,2,3,A,0
15/05/11,1011,Almeria,Mallorca,Home,4,3,1,H,0
15/09/07,708,Almeria,Real Madrid,Away,8,1,3,H,1
15/12/13,1314,Almeria,Espanol,Home,4,0,0,D,0
16/01/11,1011,Almeria,Real Madrid,Home,3,1,1,D,0
16/03/08,708,Almeria,Barcelona,Home,5,2,2,D,0
16/04/11,1011,Almeria,Valencia,Home,1,0,3,A,0
16/04/2023,2223,Almeria,Ath Madrid,Away,0,1,2,H,0
16/05/2024,2324,Almeria,Barcelona,Home,3,0,2,A,0
16/10/2022,2223,Almeria,Betis,Away,5,1,3,H,0
16/11/08,809,Almeria,Mallorca,Home,6,2,1,H,0
16/12/07,708,Almeria,Betis,Away,4,1,3,H,2
17/01/10,910,Almeria,Tenerife,Home,4,1,1,D,1
17/01/15,1415,Almeria,Valencia,Away,2,2,3,H,0
17/02/08,708,Almeria,Murcia,Home,3,1,0,H,0
17/02/2023,2223,Almeria,Girona,Away,4,2,6,H,0
17/03/2024,2324,Almeria,Las Palmas,Away,2,1,0,A,0
17/05/09,809,Almeria,Betis,Away,1,0,2,H,1
17/05/15,1415,Almeria,Sevilla,Away,3,1,2,H,1
17/09/2022,2223,Almeria,Mallorca,Away,3,0,1,H,0
17/09/2023,2324,Almeria,Villarreal,Away,7,1,2,H,0
17/10/10,1011,Almeria,Santander,Away,4,0,1,H,0
17/12/2023,2324,Almeria,Mallorca,Home,1,0,0,D,0
18/01/09,809,Almeria,Ath Madrid,Home,3,1,1,D,1
18/02/2024,2324,Almeria,Granada,Away,3,1,1,D,0
18/03/2023,2223,Almeria,Cadiz,Home,5,1,1,D,0
18/04/10,910,Almeria,La Coruna,Away,2,0,0,D,0
18/05/08,708,Almeria,Espanol,Away,6,3,1,A,0
18/05/14,1314,Almeria,Ath Bilbao,Home,1,0,0,D,0
18/09/10,1011,Almeria,Espanol,Away,1,0,1,H,0
18/10/09,910,Almeria,Malaga,Away,7,2,1,A,0
19/01/14,1314,Almeria,Villarreal,Away,4,0,2,H,0
19/04/08,708,Almeria,Sevilla,Away,6,4,1,A,0
19/04/09,809,Almeria,Osasuna,Home,9,2,1,H,0
19/04/15,1415,Almeria,Vallecano,Away,3,0,2,H,0
19/05/2024,2324,Almeria,Mallorca,Away,3,2,2,D,0
19/08/13,1314,Almeria,Villarreal,Home,2,2,3,A,0
19/08/2023,2324,Almeria,Real Madrid,Home,8,1,3,A,0
19/10/08,809,Almeria,Sevilla,Home,5,0,1,A,0
19/10/14,1415,Almeria,Villarreal,Away,3,0,2,H,0
19/12/10,1011,Almeria,Getafe,Home,5,2,3,A,0
19/12/14,1415,Almeria,Celta,Away,2,1,0,A,0
20/01/08,708,Almeria,La Coruna,Home,2,1,0,H,0
20/02/11,1011,Almeria,La Coruna,Home,4,1,1,D,0
20/03/11,1011,Almeria,Sp Gijon,Away,5,0,1,H,0
20/04/14,1314,Almeria,Celta,Home,3,2,4,A,0
20/05/2023,2223,Almeria,Mallorca,Home,3,3,0,H,0
20/09/09,910,Almeria,Getafe,Home,3,1,0,H,0
20/10/13,1314,Almeria,Vallecano,Home,2,0,1,A,0
20/10/2022,2223,Almeria,Girona,Home,7,3,2,H,0
20/11/10,1011,Almeria,Barcelona,Home,2,0,8,A,0
20/12/09,910,Almeria,Espanol,Away,3,0,2,H,0
20/12/2023,2324,Almeria,Barcelona,Away,5,2,3,H,0
21/01/2024,2324,Almeria,Real Madrid,Away,2,2,3,H,0
21/02/10,910,Almeria,Ath Madrid,Home,5,1,0,H,0
21/02/15,1415,Almeria,Ath Madrid,Away,1,0,3,H,0
21/03/10,910,Almeria,Valencia,Away,3,0,2,H,0
21/03/15,1415,Almeria,Ath Bilbao,Away,1,1,2,H,1
21/04/2024,2324,Almeria,Villarreal,Home,5,1,2,A,1
21/05/11,1011,Almeria,Real Madrid,Away,1,1,8,H,0
21/09/08,809,Almeria,Malaga,Home,3,1,0,H,1
21/09/13,1314,Almeria,Levante,Home,8,2,2,D,1
21/09/14,1415,Almeria,Sociedad,Away,5,2,1,A,1
21/10/07,708,Almeria,Osasuna,Home,5,2,0,H,0
21/12/08,809,Almeria,Sp Gijon,Away,4,0,1,H,0
21/12/13,1314,Almeria,Betis,Away,7,1,0,A,0
22/02/09,809,Almeria,Recreativo,Away,1,1,1,D,1
22/02/14,1314,Almeria,Malaga,Home,2,0,0,D,0
22/03/09,809,Almeria,Real Madrid,Away,4,0,3,H,0
22/04/09,809,Almeria,La Coruna,Away,2,0,2,H,0
22/04/2023,2223,Almeria,Ath Bilbao,Home,4,1,2,A,0
22/08/2022,2223,Almeria,Elche,Away,7,1,1,D,1
22/09/10,1011,Almeria,Levante,Home,5,0,1,A,0
22/10/2023,2324,Almeria,Girona,Away,5,2,5,H,0
22/11/09,910,Almeria,Mallorca,Away,10,1,3,H,0
22/12/07,708,Almeria,Getafe,Home,2,0,2,A,1
23/01/10,910,Almeria,Sevilla,Away,3,0,1,H,0
23/01/11,1011,Almeria,Osasuna,Home,4,3,2,H,0
23/01/2023,2223,Almeria,Valencia,Away,3,2,2,D,0
23/03/08,708,Almeria,Zaragoza,Away,4,1,1,D,0
23/05/09,809,Almeria,Espanol,Home,11,0,3,A,0
23/05/15,1415,Almeria,Valencia,Home,3,2,3,A,0
23/05/2023,2223,Almeria,Sociedad,Away,2,0,1,H,1
23/08/13,1314,Almeria,Getafe,Away,7,2,2,D,0
23/08/14,1415,Almeria,Espanol,Home,6,1,1,D,0
23/09/07,708,Almeria,Mallorca,Home,4,1,1,D,0
23/09/09,910,Almeria,Ath Madrid,Away,7,2,2,D,0
23/09/2023,2324,Almeria,Valencia,Home,10,2,2,D,0
23/10/2022,2223,Almeria,Villarreal,Away,4,1,2,H,0
23/11/08,809,Almeria,Osasuna,Away,2,1,3,H,1
23/11/13,1314,Almeria,Real Madrid,Home,4,0,5,A,0
24/02/08,708,Almeria,Santander,Away,0,0,1,H,2
24/02/2024,2324,Almeria,Ath Madrid,Home,4,2,2,D,0
24/03/10,910,Almeria,Zaragoza,Home,3,1,0,H,0
24/03/14,1314,Almeria,Sociedad,Home,8,4,3,H,0
24/09/13,1314,Almeria,Malaga,Away,2,0,2,H,0
24/09/14,1415,Almeria,Ath Madrid,Home,1,0,1,A,0
24/10/10,1011,Almeria,Hercules,Home,8,1,1,D,0
24/11/14,1415,Almeria,Granada,Away,1,0,0,D,1
25/01/09,809,Almeria,Ath Bilbao,Home,5,2,1,H,0
25/01/15,1415,Almeria,Espanol,Away,1,0,3,H,0
25/04/09,809,Almeria,Numancia,Home,4,2,1,H,0
25/04/10,910,Almeria,Espanol,Home,2,0,1,A,0
25/04/11,1011,Almeria,Zaragoza,Away,3,0,1,H,0
25/05/2024,2324,Almeria,Cadiz,Home,12,6,1,H,0
25/09/08,809,Almeria,Valladolid,Away,2,0,2,H,0
25/10/08,809,Almeria,Barcelona,Away,2,0,5,H,1
25/10/09,910,Almeria,Valencia,Home,2,0,3,A,1
25/10/14,1415,Almeria,Ath Bilbao,Home,3,0,1,A,0
25/11/07,708,Almeria,Villarreal,Away,2,1,1,D,0
25/11/2023,2324,Almeria,Getafe,Away,4,1,2,H,0
26/01/14,1314,Almeria,Getafe,Home,4,1,0,H,0
26/01/2024,2324,Almeria,Alaves,Home,7,0,3,A,0
26/02/2023,2223,Almeria,Barcelona,Home,4,1,0,H,0
26/04/15,1415,Almeria,Eibar,Home,3,2,0,H,0
26/04/2023,2223,Almeria,Getafe,Away,11,2,1,A,0
26/08/07,708,Almeria,La Coruna,Away,7,3,0,A,0
26/08/2023,2324,Almeria,Cadiz,Away,2,1,1,D,1
26/09/07,708,Almeria,Murcia,Away,6,1,0,A,0
26/09/10,1011,Almeria,La Coruna,Away,6,2,0,A,0
26/09/2023,2324,Almeria,Sevilla,Away,1,1,5,H,0
27/01/08,708,Almeria,Valencia,Away,1,1,0,A,0
27/01/2023,2223,Almeria,Espanol,Home,7,3,1,H,0
27/03/14,1314,Almeria,Valencia,Home,9,2,2,D,0
27/04/08,708,Almeria,Valladolid,Away,3,0,1,H,0
27/04/14,1314,Almeria,Espanol,Away,2,2,1,A,0
27/04/2024,2324,Almeria,Getafe,Home,11,1,3,A,1
27/08/2022,2223,Almeria,Sevilla,Home,5,2,1,H,0
27/09/09,910,Almeria,Santander,Home,4,2,2,D,0
27/10/13,1314,Almeria,Sociedad,Away,4,0,3,H,0
28/02/10,910,Almeria,Santander,Away,2,2,0,A,0
28/02/11,1011,Almeria,Malaga,Away,5,1,3,H,2
28/02/15,1415,Almeria,La Coruna,Home,3,0,0,D,2
28/03/10,910,Almeria,Osasuna,Away,2,0,1,H,1
28/05/2023,2223,Almeria,Valladolid,Home,7,0,0,D,0
28/09/08,809,Almeria,Recreativo,Home,4,1,0,H,0
28/09/13,1314,Almeria,Barcelona,Home,1,0,2,A,0
28/09/14,1415,Almeria,La Coruna,Away,6,1,0,A,0
28/10/07,708,Almeria,Barcelona,Away,3,0,2,H,0
28/10/2023,2324,Almeria,Las Palmas,Home,4,1,2,A,0
28/11/10,1011,Almeria,Valencia,Away,3,1,2,H,0
29/01/11,1011,Almeria,Sociedad,Away,5,0,2,H,0
29/04/15,1415,Almeria,Real Madrid,Away,0,0,3,H,0
29/04/2023,2223,Almeria,Real Madrid,Away,3,2,4,H,0
29/08/10,1011,Almeria,Osasuna,Away,0,0,0,D,1
29/08/14,1415,Almeria,Getafe,Away,4,0,1,H,0
29/10/2022,2223,Almeria,Celta,Home,5,3,1,H,0
29/11/09,910,Almeria,Ath Bilbao,Home,5,1,4,A,0
30/03/08,708,Almeria,Levante,Home,4,2,1,H,0
30/03/14,1314,Almeria,Valladolid,Away,3,0,1,H,1
30/03/2024,2324,Almeria,Osasuna,Home,5,0,3,A,0
30/05/09,809,Almeria,Ath Madrid,Away,0,0,3,H,0
30/08/09,910,Almeria,Valladolid,Home,5,0,0,D,0
30/08/13,1314,Almeria,Elche,Home,5,2,2,D,1
30/09/07,708,Almeria,Santander,Home,3,0,1,A,0
30/09/2022,2223,Almeria,Ath Bilbao,Away,2,0,4,H,0
30/10/13,1314,Almeria,Valencia,Away,4,2,1,A,0
30/11/08,809,Almeria,La Coruna,Home,1,0,1,A,1
30/11/13,1314,Almeria,Celta,Away,3,1,3,H,0
30/12/2022,2223,Almeria,Cadiz,Away,9,1,1,D,0
31/01/10,910,Almeria,Valladolid,Away,4,1,1,D,0
31/08/08,809,Almeria,Ath Bilbao,Away,5,3,1,A,0
31/10/07,708,Almeria,Zaragoza,Home,6,0,1,A,0
31/10/10,1011,Almeria,Ath Madrid,Away,3,1,1,D,0
01/02/13,1213,Ath Bilbao,Valladolid,Away,9,2,2,D,0
01/02/15,1415,Ath Bilbao,Levante,Away,5,2,0,A,0
01/02/2026,2526,Ath Bilbao,Sociedad,Home,4,1,1,D,0
01/03/15,1415,Ath Bilbao,Eibar,Away,8,1,0,A,0
01/03/2020,1920,Ath Bilbao,Villarreal,Home,6,1,0,H,0
01/03/2025,2425,Ath Bilbao,Ath Madrid,Away,3,0,1,H,0
01/04/07,607,Ath Bilbao,Santander,Away,6,4,5,H,0
01/04/13,1213,Ath Bilbao,Granada,Home,4,1,0,H,1
01/04/17,1617,Ath Bilbao,Osasuna,Away,4,2,1,A,0
01/04/2023,2223,Ath Bilbao,Getafe,Home,3,0,0,D,0
01/05/16,1516,Ath Bilbao,Celta,Home,2,2,1,H,0
01/05/2023,2223,Ath Bilbao,Mallorca,Away,6,1,1,D,0
01/06/13,1213,Ath Bilbao,Vallecano,Away,3,2,2,D,1
01/07/2020,1920,Ath Bilbao,Valencia,Away,4,2,0,A,0
01/09/13,1314,Ath Bilbao,Real Madrid,Away,2,1,3,H,0
01/10/17,1718,Ath Bilbao,Valencia,Away,6,2,3,H,0
01/10/2020,2021,Ath Bilbao,Cadiz,Home,4,0,1,A,0
01/10/2021,2122,Ath Bilbao,Alaves,Home,5,1,0,H,0
01/11/08,809,Ath Bilbao,Villarreal,Home,6,1,4,A,0
01/11/15,1516,Ath Bilbao,Betis,Away,9,3,1,A,0
01/11/2025,2526,Ath Bilbao,Sociedad,Away,4,2,3,H,0
01/12/12,1213,Ath Bilbao,Barcelona,Away,2,1,5,H,0
01/12/13,1314,Ath Bilbao,Barcelona,Home,6,1,0,H,0
01/12/2019,1920,Ath Bilbao,Granada,Home,6,2,0,H,0
01/12/2021,2122,Ath Bilbao,Real Madrid,Away,2,0,1,H,0
01/12/2024,2425,Ath Bilbao,Vallecano,Away,7,2,1,A,0
02/01/11,1011,Ath Bilbao,La Coruna,Home,7,1,2,A,2
02/02/14,1314,Ath Bilbao,Real Madrid,Home,3,1,1,D,0
02/02/2019,1819,Ath Bilbao,Sociedad,Away,5,1,2,H,0
02/02/2020,1920,Ath Bilbao,Getafe,Home,2,0,2,A,0
02/02/2024,2324,Ath Bilbao,Mallorca,Home,6,4,0,H,0
02/02/2025,2425,Ath Bilbao,Betis,Away,4,2,2,D,0
02/03/08,708,Ath Bilbao,Almeria,Away,6,1,1,D,0
02/03/11,1011,Ath Bilbao,Zaragoza,Away,3,1,2,H,0
02/03/13,1213,Ath Bilbao,Osasuna,Away,2,1,0,A,0
02/03/16,1516,Ath Bilbao,La Coruna,Home,6,4,1,H,0
02/03/17,1617,Ath Bilbao,Sevilla,Away,4,0,1,H,0
02/04/06,506,Ath Bilbao,Alaves,Away,1,0,0,D,0
02/05/10,910,Ath Bilbao,Mallorca,Home,4,1,3,A,0
02/05/11,1011,Ath Bilbao,Espanol,Away,4,1,2,H,0
02/05/12,1112,Ath Bilbao,Real Madrid,Home,2,0,3,A,1
02/05/14,1314,Ath Bilbao,Vallecano,Away,4,3,0,A,0
02/05/15,1415,Ath Bilbao,Ath Madrid,Away,0,0,0,D,1
02/05/2026,2526,Ath Bilbao,Alaves,Away,4,4,2,A,0
02/09/07,708,Ath Bilbao,Barcelona,Away,5,1,3,H,1
02/09/12,1213,Ath Bilbao,Valladolid,Home,3,2,0,H,0
02/10/05,506,Ath Bilbao,Villarreal,Away,5,1,3,H,1
02/10/10,1011,Ath Bilbao,Valencia,Away,2,1,2,H,0
02/10/11,1112,Ath Bilbao,Sociedad,Away,7,2,1,A,0
02/10/16,1617,Ath Bilbao,Malaga,Away,1,1,2,H,1
02/11/14,1415,Ath Bilbao,Sevilla,Home,2,1,0,H,0
02/12/07,708,Ath Bilbao,Valencia,Away,4,3,0,A,0
02/12/17,1718,Ath Bilbao,Real Madrid,Home,4,0,0,D,0
02/12/2023,2324,Ath Bilbao,Vallecano,Home,4,4,0,H,0
03/01/10,910,Ath Bilbao,Mallorca,Away,3,0,2,H,0
03/01/15,1415,Ath Bilbao,La Coruna,Away,4,0,1,H,0
03/01/16,1516,Ath Bilbao,Las Palmas,Home,5,2,2,D,0
03/01/2020,1920,Ath Bilbao,Sevilla,Away,1,1,1,D,0
03/01/2021,2021,Ath Bilbao,Elche,Home,2,1,0,H,0
03/01/2022,2122,Ath Bilbao,Osasuna,Away,5,3,1,A,0
03/01/2026,2526,Ath Bilbao,Osasuna,Away,6,1,1,D,0
03/02/08,708,Ath Bilbao,Zaragoza,Away,4,0,1,H,1
03/02/2023,2223,Ath Bilbao,Cadiz,Home,9,4,1,H,1
03/03/18,1718,Ath Bilbao,Sevilla,Away,3,0,2,H,0
03/03/2019,1819,Ath Bilbao,Valencia,Away,1,0,2,H,0
03/03/2024,2324,Ath Bilbao,Barcelona,Home,2,0,0,D,0
03/04/10,910,Ath Bilbao,Barcelona,Away,5,1,4,H,0
03/04/16,1516,Ath Bilbao,Granada,Home,1,1,1,D,0
03/04/2019,1819,Ath Bilbao,Levante,Home,7,3,2,H,0
03/04/2022,2122,Ath Bilbao,Elche,Home,6,2,1,H,0
03/05/06,506,Ath Bilbao,Zaragoza,Home,2,1,0,H,0
03/05/09,809,Ath Bilbao,Sp Gijon,Away,5,1,1,D,0
03/05/13,1213,Ath Bilbao,Celta,Away,2,1,1,D,0
03/05/2021,2021,Ath Bilbao,Sevilla,Away,2,1,0,A,0
03/05/2024,2324,Ath Bilbao,Getafe,Away,2,2,0,A,2
03/09/2023,2324,Ath Bilbao,Mallorca,Away,3,0,0,D,0
03/11/13,1314,Ath Bilbao,Ath Madrid,Away,0,0,2,H,1
03/11/2019,1920,Ath Bilbao,Villarreal,Away,2,0,0,D,0
03/11/2024,2425,Ath Bilbao,Betis,Home,8,1,1,D,0
03/12/05,506,Ath Bilbao,Ath Madrid,Home,3,1,1,D,0
03/12/06,607,Ath Bilbao,Real Madrid,Away,4,1,2,H,1
03/12/2018,1819,Ath Bilbao,Levante,Away,3,0,3,H,1
03/12/2025,2526,Ath Bilbao,Real Madrid,Home,4,0,3,A,0
04/01/09,809,Ath Bilbao,Espanol,Home,6,1,1,D,0
04/01/2024,2324,Ath Bilbao,Sevilla,Away,6,2,0,A,0
04/02/06,506,Ath Bilbao,Malaga,Away,2,1,2,H,0
04/02/07,607,Ath Bilbao,Betis,Home,3,1,2,A,0
04/02/12,1112,Ath Bilbao,Espanol,Home,7,3,3,D,0
04/02/17,1617,Ath Bilbao,Barcelona,Away,5,0,3,H,0
04/02/18,1718,Ath Bilbao,Girona,Away,0,0,2,H,0
04/03/07,607,Ath Bilbao,Gimnastic,Home,3,0,2,A,0
04/03/12,1112,Ath Bilbao,Sociedad,Home,7,2,0,H,0
04/04/09,809,Ath Bilbao,Mallorca,Home,3,2,1,H,0
04/04/11,1011,Ath Bilbao,Almeria,Away,7,3,1,A,0
04/04/15,1415,Ath Bilbao,Sevilla,Away,2,0,2,H,0
04/04/17,1617,Ath Bilbao,Espanol,Home,5,2,0,H,0
04/05/08,708,Ath Bilbao,Mallorca,Home,4,1,2,A,0
04/05/2023,2223,Ath Bilbao,Betis,Home,6,0,1,A,1
04/05/2025,2425,Ath Bilbao,Sociedad,Away,1,0,0,D,0
04/06/2023,2223,Ath Bilbao,Real Madrid,Away,9,1,1,D,0
04/09/2022,2223,Ath Bilbao,Espanol,Home,2,0,1,A,0
04/10/09,910,Ath Bilbao,Valladolid,Away,3,2,2,D,1
04/10/15,1516,Ath Bilbao,Valencia,Home,7,3,1,H,0
04/10/2020,2021,Ath Bilbao,Alaves,Away,0,0,1,H,0
04/10/2025,2526,Ath Bilbao,Mallorca,Home,5,2,1,H,0
04/11/07,708,Ath Bilbao,Recreativo,Home,5,2,0,H,0
04/11/12,1213,Ath Bilbao,Granada,Away,8,2,1,A,0
04/11/2022,2223,Ath Bilbao,Girona,Away,7,1,2,H,0
04/12/11,1112,Ath Bilbao,Mallorca,Away,4,1,1,D,0
04/12/16,1617,Ath Bilbao,Eibar,Home,5,3,1,H,0
04/12/2020,2021,Ath Bilbao,Celta,Home,0,0,2,A,0
04/12/2024,2425,Ath Bilbao,Real Madrid,Home,3,2,1,H,0
05/01/13,1213,Ath Bilbao,Levante,Away,5,1,3,H,1
05/01/14,1314,Ath Bilbao,Sociedad,Away,3,0,2,H,0
05/02/11,1011,Ath Bilbao,Sp Gijon,Home,6,3,0,H,0
05/03/06,506,Ath Bilbao,Sevilla,Away,3,1,2,H,0
05/03/17,1617,Ath Bilbao,Malaga,Home,3,1,0,H,0
05/03/2023,2223,Ath Bilbao,Vallecano,Away,3,0,0,D,1
05/04/2026,2526,Ath Bilbao,Getafe,Away,0,0,2,H,0
05/05/10,910,Ath Bilbao,Malaga,Home,6,1,1,D,0
05/05/12,1112,Ath Bilbao,Getafe,Home,1,0,0,D,0
05/05/18,1718,Ath Bilbao,Betis,Home,5,2,0,H,0
05/05/2019,1819,Ath Bilbao,Valladolid,Away,1,0,1,H,0
05/07/2020,1920,Ath Bilbao,Real Madrid,Home,1,0,1,A,0
05/10/08,809,Ath Bilbao,Sevilla,Away,1,0,4,H,0
05/10/14,1415,Ath Bilbao,Real Madrid,Away,5,0,5,H,0
05/10/2018,1819,Ath Bilbao,Sociedad,Home,5,1,3,A,0
05/11/05,506,Ath Bilbao,Espanol,Away,3,1,1,D,0
05/11/06,607,Ath Bilbao,Santander,Home,1,0,0,D,1
05/11/17,1718,Ath Bilbao,Celta,Away,5,1,3,H,0
05/11/2018,1819,Ath Bilbao,Espanol,Away,2,0,1,H,0
05/11/2021,2122,Ath Bilbao,Cadiz,Home,5,0,1,A,0
05/11/2023,2324,Ath Bilbao,Villarreal,Away,7,3,2,A,0
05/12/10,1011,Ath Bilbao,Sociedad,Away,3,0,2,H,0
06/01/08,708,Ath Bilbao,Santander,Away,3,0,1,H,0
06/01/2021,2021,Ath Bilbao,Barcelona,Home,3,2,3,A,0
06/02/16,1516,Ath Bilbao,Villarreal,Home,1,0,0,D,1
06/03/11,1011,Ath Bilbao,Sevilla,Home,6,2,0,H,0
06/03/16,1516,Ath Bilbao,Sp Gijon,Away,6,2,0,A,1
06/04/08,708,Ath Bilbao,Espanol,Home,1,1,0,H,0
06/04/2025,2425,Ath Bilbao,Villarreal,Away,2,0,0,D,0
06/05/07,607,Ath Bilbao,Recreativo,Away,0,0,0,D,1
06/10/13,1314,Ath Bilbao,Valencia,Home,8,1,1,D,0
