MatchDate,Season,Team,Opponent,Venue,Shots,GoalsFor,GoalsAgainst,Result,RedCard
09/04/17,1617,Las Palmas,Betis,Home,6,4,1,H,0
09/05/2025,2425,Las Palmas,Vallecano,Home,2,0,1,A,0
09/12/2023,2324,Las Palmas,Alaves,Away,2,1,0,A,0
10/01/16,1516,Las Palmas,Malaga,Home,3,1,1,D,0
10/02/2024,2324,Las Palmas,Valencia,Home,3,2,0,H,0
10/03/17,1617,Las Palmas,Espanol,Away,5,3,4,H,0
10/03/2024,2324,Las Palmas,Ath Bilbao,Home,2,0,2,A,0
10/09/16,1617,Las Palmas,Sevilla,Away,4,1,2,H,1
10/12/16,1617,Las Palmas,Leganes,Home,1,1,1,D,0
11/03/18,1718,Las Palmas,Villarreal,Home,3,0,2,A,1
11/04/16,1516,Las Palmas,La Coruna,Away,6,3,1,A,0
11/05/2024,2324,Las Palmas,Mallorca,Away,1,0,1,H,0
11/09/17,1718,Las Palmas,Malaga,Away,8,3,1,A,0
11/11/2023,2324,Las Palmas,Osasuna,Away,1,1,1,D,0
12/01/2025,2425,Las Palmas,Getafe,Home,7,1,2,A,0
12/02/17,1617,Las Palmas,Sevilla,Home,7,0,1,A,0
12/04/2025,2425,Las Palmas,Getafe,Away,5,3,1,A,0
12/05/18,1718,Las Palmas,Eibar,Away,2,0,1,H,0
12/08/2023,2324,Las Palmas,Mallorca,Home,2,1,1,D,0
12/12/15,1516,Las Palmas,Betis,Home,4,1,0,H,0
13/01/18,1718,Las Palmas,Girona,Away,1,0,6,H,0
13/01/2024,2324,Las Palmas,Villarreal,Home,3,3,0,H,0
13/03/16,1516,Las Palmas,Real Madrid,Home,6,1,2,A,0
13/05/2025,2425,Las Palmas,Sevilla,Away,3,0,1,H,0
13/09/15,1516,Las Palmas,Celta,Away,5,3,3,D,1
14/01/17,1617,Las Palmas,Barcelona,Away,1,0,5,H,0
14/02/16,1516,Las Palmas,Sevilla,Away,3,0,2,H,0
14/03/2025,2425,Las Palmas,Alaves,Home,7,2,2,D,0
14/04/17,1617,Las Palmas,Ath Bilbao,Away,2,1,5,H,0
14/04/18,1718,Las Palmas,Sociedad,Home,0,0,1,A,0
14/04/2024,2324,Las Palmas,Sevilla,Home,2,0,2,A,1
14/05/17,1617,Las Palmas,Barcelona,Home,5,1,4,A,0
14/10/16,1617,Las Palmas,Espanol,Home,8,0,0,D,0
15/05/16,1516,Las Palmas,Malaga,Away,7,1,4,H,0
15/09/2024,2425,Las Palmas,Ath Bilbao,Home,6,2,3,A,0
15/12/2024,2425,Las Palmas,Sociedad,Away,3,0,0,D,0
16/02/2025,2425,Las Palmas,Mallorca,Away,4,1,3,H,0
16/04/16,1516,Las Palmas,Sp Gijon,Home,4,1,1,D,0
16/05/2024,2324,Las Palmas,Betis,Home,9,2,2,D,0
16/08/2024,2425,Las Palmas,Sevilla,Home,5,2,2,D,0
16/10/17,1718,Las Palmas,Celta,Home,11,2,5,A,0
17/01/16,1516,Las Palmas,Ath Madrid,Home,3,0,3,A,0
17/02/18,1718,Las Palmas,Sevilla,Home,3,1,2,A,0
17/02/2024,2324,Las Palmas,Ath Madrid,Away,2,0,5,H,0
17/03/17,1617,Las Palmas,Villarreal,Home,10,1,0,H,0
17/03/18,1718,Las Palmas,La Coruna,Away,1,1,1,D,0
17/03/2024,2324,Las Palmas,Almeria,Home,6,0,1,A,0
17/09/16,1617,Las Palmas,Malaga,Home,2,1,0,H,0
17/09/17,1718,Las Palmas,Ath Bilbao,Home,3,1,0,H,0
17/09/2023,2324,Las Palmas,Sevilla,Away,2,0,1,H,0
17/12/16,1617,Las Palmas,Ath Madrid,Away,3,0,1,H,0
17/12/17,1718,Las Palmas,Espanol,Home,5,2,2,D,0
17/12/2023,2324,Las Palmas,Cadiz,Home,2,1,1,D,0
18/05/2025,2425,Las Palmas,Leganes,Home,3,0,1,A,0
18/08/17,1718,Las Palmas,Valencia,Away,4,0,1,H,1
18/08/2023,2324,Las Palmas,Valencia,Away,1,0,1,H,0
18/10/15,1516,Las Palmas,Getafe,Away,3,0,4,H,1
18/11/16,1617,Las Palmas,Betis,Away,3,0,2,H,0
19/01/2025,2425,Las Palmas,Real Madrid,Away,2,1,4,H,1
19/03/16,1516,Las Palmas,Sociedad,Away,7,1,0,A,0
19/04/16,1516,Las Palmas,Betis,Away,0,0,1,H,1
19/04/18,1718,Las Palmas,Betis,Away,0,0,1,H,1
19/04/2025,2425,Las Palmas,Ath Madrid,Home,2,1,0,H,0
19/05/18,1718,Las Palmas,Girona,Home,7,1,2,A,0
19/05/2024,2324,Las Palmas,Cadiz,Away,1,0,0,D,0
19/11/17,1718,Las Palmas,Levante,Home,5,0,2,A,0
19/12/15,1516,Las Palmas,Espanol,Away,4,0,1,H,0
20/01/17,1617,Las Palmas,La Coruna,Home,3,1,1,D,1
20/01/18,1718,Las Palmas,Valencia,Home,6,2,1,H,0
20/01/2024,2324,Las Palmas,Vallecano,Away,5,2,0,A,0
20/02/16,1516,Las Palmas,Barcelona,Home,3,1,2,A,0
20/02/17,1617,Las Palmas,Malaga,Away,4,1,2,H,0
20/04/2024,2324,Las Palmas,Celta,Away,4,1,4,H,0
20/05/17,1617,Las Palmas,La Coruna,Away,4,0,3,H,1
20/09/15,1516,Las Palmas,Vallecano,Home,2,0,1,A,0
20/09/17,1718,Las Palmas,Sevilla,Away,0,0,1,H,0
20/12/17,1718,Las Palmas,Getafe,Away,6,0,2,H,0
20/12/2023,2324,Las Palmas,Ath Bilbao,Away,1,0,1,H,0
21/09/16,1617,Las Palmas,Sociedad,Away,3,1,4,H,1
21/09/2024,2425,Las Palmas,Osasuna,Away,4,1,2,H,0
21/10/2024,2425,Las Palmas,Valencia,Away,6,3,2,A,0
21/11/15,1516,Las Palmas,Valencia,Away,7,1,1,D,0
22/02/2025,2425,Las Palmas,Barcelona,Home,2,0,2,A,0
22/04/16,1516,Las Palmas,Espanol,Home,9,4,0,H,0
22/04/18,1718,Las Palmas,Alaves,Home,1,0,4,A,0
22/08/15,1516,Las Palmas,Ath Madrid,Away,1,0,1,H,0
22/08/16,1617,Las Palmas,Valencia,Away,4,4,2,A,0
22/10/17,1718,Las Palmas,Villarreal,Away,5,0,4,H,0
22/10/2023,2324,Las Palmas,Vallecano,Home,6,0,1,A,0
22/12/2024,2425,Las Palmas,Espanol,Home,4,1,0,H,0
23/04/17,1617,Las Palmas,Alaves,Home,3,1,1,D,1
23/04/2025,2425,Las Palmas,Ath Bilbao,Away,2,0,1,H,0
23/09/15,1516,Las Palmas,Sevilla,Home,4,2,0,H,0
23/10/16,1617,Las Palmas,Villarreal,Away,4,1,2,H,0
23/11/2024,2425,Las Palmas,Mallorca,Home,3,2,3,A,0
24/01/2025,2425,Las Palmas,Osasuna,Home,7,1,1,D,1
24/02/17,1617,Las Palmas,Sociedad,Home,7,0,1,A,0
24/02/18,1718,Las Palmas,Leganes,Away,1,0,0,D,0
24/05/2025,2425,Las Palmas,Espanol,Away,4,0,2,H,0
24/09/16,1617,Las Palmas,Real Madrid,Home,6,2,2,D,0
24/09/17,1718,Las Palmas,Leganes,Home,3,0,2,A,0
24/09/2023,2324,Las Palmas,Granada,Home,3,1,0,H,1
25/01/16,1516,Las Palmas,Levante,Away,4,2,3,H,0
25/02/2024,2324,Las Palmas,Osasuna,Home,3,1,1,D,0
25/08/2023,2324,Las Palmas,Sociedad,Home,5,0,0,D,0
25/08/2024,2425,Las Palmas,Leganes,Away,5,1,2,H,0
25/10/15,1516,Las Palmas,Villarreal,Home,2,0,0,D,0
26/02/16,1516,Las Palmas,Eibar,Away,4,1,0,A,0
26/04/17,1617,Las Palmas,Leganes,Away,0,0,3,H,0
26/05/2024,2324,Las Palmas,Alaves,Home,4,1,1,D,0
26/08/17,1718,Las Palmas,Ath Madrid,Home,4,1,5,A,0
26/09/15,1516,Las Palmas,Barcelona,Away,6,1,2,H,0
26/09/2024,2425,Las Palmas,Betis,Home,2,1,1,D,0
26/10/2024,2425,Las Palmas,Girona,Home,3,1,0,H,0
26/11/17,1718,Las Palmas,Sociedad,Away,7,2,2,D,0
26/11/2023,2324,Las Palmas,Betis,Away,4,0,1,H,0
27/01/2024,2324,Las Palmas,Real Madrid,Home,2,1,2,A,0
27/04/2024,2324,Las Palmas,Girona,Home,5,0,2,A,0
27/09/2023,2324,Las Palmas,Real Madrid,Away,2,0,2,H,0
28/01/18,1718,Las Palmas,Ath Madrid,Away,1,0,3,H,0
28/02/2025,2425,Las Palmas,Valladolid,Away,3,1,1,D,1
28/04/18,1718,Las Palmas,Espanol,Away,2,1,1,D,0
28/08/16,1617,Las Palmas,Granada,Home,10,5,1,H,0
28/10/2023,2324,Las Palmas,Almeria,Away,3,2,1,A,0
28/11/15,1516,Las Palmas,La Coruna,Home,5,0,2,A,0
28/11/16,1617,Las Palmas,Ath Bilbao,Home,4,3,1,H,0
29/04/17,1617,Las Palmas,Ath Madrid,Home,3,0,5,A,1
29/08/2024,2425,Las Palmas,Real Madrid,Home,3,1,1,D,0
30/01/17,1617,Las Palmas,Valencia,Home,4,3,1,H,0
30/03/2024,2324,Las Palmas,Barcelona,Away,0,0,1,H,1
30/04/16,1516,Las Palmas,Granada,Away,6,2,3,H,0
30/08/15,1516,Las Palmas,Levante,Home,2,0,0,D,0
30/09/2024,2425,Las Palmas,Villarreal,Away,3,1,3,H,0
30/10/16,1617,Las Palmas,Celta,Home,8,3,3,D,0
30/10/17,1718,Las Palmas,La Coruna,Home,5,1,3,A,0
30/11/2024,2425,Las Palmas,Barcelona,Away,3,2,1,A,0
30/12/15,1516,Las Palmas,Granada,Home,4,4,1,H,0
31/01/16,1516,Las Palmas,Celta,Home,5,2,1,H,0
31/03/18,1718,Las Palmas,Real Madrid,Home,3,0,3,A,0
31/03/2025,2425,Las Palmas,Celta,Away,2,1,1,D,0
31/10/15,1516,Las Palmas,Real Madrid,Away,5,1,3,H,0
01/04/17,1617,Leganes,Sociedad,Away,3,1,1,D,0
01/04/18,1718,Leganes,Valencia,Home,1,0,1,A,0
01/09/2018,1819,Leganes,Real Madrid,Away,3,1,4,H,0
01/10/16,1617,Leganes,Granada,Away,3,1,0,A,0
01/12/2018,1819,Leganes,Valladolid,Away,5,4,2,A,0
01/12/2019,1920,Leganes,Sevilla,Away,4,0,1,H,0
02/02/2020,1920,Leganes,Sociedad,Home,5,2,1,H,0
02/03/2025,2425,Leganes,Getafe,Home,1,1,0,H,0
02/11/2024,2425,Leganes,Girona,Away,5,3,4,H,0
03/01/2020,1920,Leganes,Valladolid,Away,5,2,2,D,0
03/03/18,1718,Leganes,Malaga,Home,3,2,0,H,0
03/05/2019,1819,Leganes,Sevilla,Away,5,3,0,A,0
03/11/2018,1819,Leganes,Ath Madrid,Home,3,1,1,D,0
03/11/2019,1920,Leganes,Eibar,Home,5,1,2,A,0
03/12/16,1617,Leganes,Villarreal,Home,4,0,0,D,0
03/12/17,1718,Leganes,Villarreal,Home,5,3,1,H,0
04/01/2019,1819,Leganes,Espanol,Away,2,0,1,H,1
04/02/17,1617,Leganes,Ath Madrid,Away,2,0,2,H,0
04/02/18,1718,Leganes,Getafe,Away,1,0,0,D,0
04/02/2019,1819,Leganes,Vallecano,Away,4,2,1,A,1
04/03/17,1617,Leganes,Granada,Home,4,1,0,H,0
04/03/2019,1819,Leganes,Levante,Home,3,1,0,H,0
04/04/2019,1819,Leganes,Valladolid,Home,2,1,0,H,0
04/05/2025,2425,Leganes,Sevilla,Away,3,2,2,D,0
04/10/2024,2425,Leganes,Valencia,Home,0,0,0,D,0
04/11/17,1718,Leganes,Valencia,Away,6,0,3,H,0
05/04/17,1617,Leganes,Real Madrid,Home,3,2,4,A,0
05/07/2020,1920,Leganes,Espanol,Away,2,1,0,A,0
05/10/2019,1920,Leganes,Levante,Home,10,1,2,A,0
06/10/2018,1819,Leganes,Vallecano,Home,4,1,0,H,0
06/11/16,1617,Leganes,Real Madrid,Away,3,0,3,H,0
07/01/18,1718,Leganes,Sociedad,Home,4,1,0,H,0
07/04/18,1718,Leganes,Barcelona,Away,1,1,3,H,0
07/04/2019,1819,Leganes,Alaves,Away,5,1,1,D,0
07/04/2025,2425,Leganes,Osasuna,Home,7,1,1,D,0
07/05/18,1718,Leganes,Levante,Home,2,0,3,A,1
07/12/2018,1819,Leganes,Getafe,Home,5,1,1,D,1
08/01/17,1617,Leganes,Betis,Away,3,0,2,H,0
08/02/2020,1920,Leganes,Levante,Away,4,0,2,H,0
08/03/2020,1920,Leganes,Villarreal,Away,7,2,1,A,0
08/03/2025,2425,Leganes,Celta,Away,6,1,2,H,0
08/05/17,1617,Leganes,Betis,Home,4,4,0,H,0
08/09/17,1718,Leganes,Getafe,Home,7,1,2,A,0
08/11/2019,1920,Leganes,Sociedad,Away,2,1,1,D,1
08/12/2019,1920,Leganes,Celta,Home,8,3,2,H,0
08/12/2024,2425,Leganes,Sociedad,Home,2,0,3,A,0
09/02/2025,2425,Leganes,Valencia,Away,4,0,2,H,0
09/03/2019,1819,Leganes,Ath Madrid,Away,2,0,1,H,0
09/04/17,1617,Leganes,Osasuna,Away,2,1,2,H,0
09/07/2020,1920,Leganes,Eibar,Away,1,0,0,D,0
09/11/2024,2425,Leganes,Sevilla,Home,4,1,0,H,0
09/12/17,1718,Leganes,La Coruna,Away,0,0,1,H,0
10/02/18,1718,Leganes,Eibar,Home,0,0,1,A,1
10/02/2019,1819,Leganes,Betis,Home,4,3,0,H,0
10/11/2018,1819,Leganes,Girona,Away,1,0,0,D,0
10/12/16,1617,Leganes,Las Palmas,Away,6,1,1,D,0
11/01/2025,2425,Leganes,Espanol,Away,6,1,1,D,1
11/03/17,1617,Leganes,Sevilla,Away,4,1,1,D,0
11/03/18,1718,Leganes,Ath Bilbao,Away,1,0,2,H,0
11/05/2025,2425,Leganes,Espanol,Home,5,3,2,H,0
11/09/16,1617,Leganes,Sp Gijon,Away,2,1,2,H,0
12/01/2019,1819,Leganes,Huesca,Home,7,1,0,H,0
12/02/17,1617,Leganes,Sp Gijon,Home,3,0,2,A,0
12/04/2025,2425,Leganes,Barcelona,Home,1,0,1,A,0
12/05/18,1718,Leganes,Sociedad,Away,3,2,3,H,0
12/05/2019,1819,Leganes,Espanol,Home,4,0,2,A,1
12/07/2020,1920,Leganes,Valencia,Home,1,1,0,H,1
13/06/2020,1920,Leganes,Valladolid,Home,2,1,2,A,0
13/09/2024,2425,Leganes,Betis,Away,0,0,2,H,0
13/12/2019,1920,Leganes,Alaves,Away,1,1,1,D,0
14/01/17,1617,Leganes,Ath Bilbao,Home,5,0,0,D,0
14/04/18,1718,Leganes,Celta,Home,7,1,0,H,0
14/05/17,1617,Leganes,Ath Bilbao,Away,2,1,1,D,0
14/05/2025,2425,Leganes,Villarreal,Away,6,0,3,H,0
14/09/2019,1920,Leganes,Villarreal,Home,4,0,3,A,0
14/12/2018,1819,Leganes,Celta,Away,2,0,0,D,0
15/01/18,1718,Leganes,Betis,Away,6,2,3,H,0
15/02/2025,2425,Leganes,Alaves,Home,3,3,3,D,1
15/04/2019,1819,Leganes,Real Madrid,Home,2,1,1,D,0
15/09/17,1718,Leganes,Eibar,Away,2,0,1,H,0
15/10/16,1617,Leganes,Sevilla,Home,6,2,3,A,0
15/10/17,1718,Leganes,Malaga,Away,9,2,0,A,0
15/12/2024,2425,Leganes,Barcelona,Away,4,1,0,A,0
16/02/18,1718,Leganes,Girona,Away,5,0,3,H,0
16/02/2019,1819,Leganes,Sociedad,Away,3,0,3,H,0
16/02/2020,1920,Leganes,Betis,Home,1,0,0,D,0
16/03/2019,1819,Leganes,Girona,Home,3,0,2,A,0
16/03/2025,2425,Leganes,Betis,Home,4,2,3,A,0
16/04/17,1617,Leganes,Espanol,Home,5,0,1,A,0
16/06/2020,1920,Leganes,Barcelona,Away,2,0,2,H,0
16/07/2020,1920,Leganes,Ath Bilbao,Away,4,2,0,A,0
16/09/2018,1819,Leganes,Villarreal,Home,3,0,1,A,0
17/01/2020,1920,Leganes,Getafe,Home,2,0,3,A,0
17/04/18,1718,Leganes,Villarreal,Away,1,1,2,H,0
17/08/2019,1920,Leganes,Osasuna,Home,2,0,1,A,1
17/08/2024,2425,Leganes,Osasuna,Away,4,1,1,D,0
17/09/16,1617,Leganes,Barcelona,Home,6,1,5,A,0
18/01/2025,2425,Leganes,Ath Madrid,Home,3,1,0,H,0
18/03/18,1718,Leganes,Sevilla,Home,6,2,1,H,0
18/05/2019,1819,Leganes,Huesca,Away,1,1,2,H,0
18/05/2025,2425,Leganes,Las Palmas,Away,4,1,0,A,0
18/08/17,1718,Leganes,Alaves,Home,9,1,0,H,0
18/11/17,1718,Leganes,Barcelona,Home,7,0,3,A,0
18/12/16,1617,Leganes,Eibar,Home,2,1,1,D,1
19/02/17,1617,Leganes,Barcelona,Away,6,1,2,H,0
19/03/17,1617,Leganes,Malaga,Home,2,0,0,D,0
19/04/2025,2425,Leganes,Mallorca,Away,1,0,0,D,0
19/05/18,1718,Leganes,Betis,Home,3,3,2,H,1
19/06/2020,1920,Leganes,Mallorca,Away,4,1,1,D,0
19/07/2020,1920,Leganes,Real Madrid,Home,7,2,2,D,0
19/09/2024,2425,Leganes,Ath Bilbao,Home,3,0,2,A,0
19/10/2019,1920,Leganes,Getafe,Away,3,0,2,H,0
19/12/17,1718,Leganes,Levante,Away,2,0,0,D,1
20/01/2019,1819,Leganes,Barcelona,Away,2,1,3,H,0
20/04/18,1718,Leganes,La Coruna,Home,0,0,0,D,0
20/05/17,1617,Leganes,Alaves,Home,4,1,1,D,0
20/08/2018,1819,Leganes,Ath Bilbao,Away,2,1,2,H,0
20/09/17,1718,Leganes,Girona,Home,1,0,0,D,0
20/10/2018,1819,Leganes,Valencia,Away,5,1,1,D,0
20/10/2024,2425,Leganes,Ath Madrid,Away,2,1,3,H,0
21/01/17,1617,Leganes,Alaves,Away,4,2,2,D,0
21/01/18,1718,Leganes,Alaves,Away,4,2,2,D,0
21/02/18,1718,Leganes,Real Madrid,Home,3,1,3,A,0
21/04/2019,1819,Leganes,Villarreal,Away,2,1,2,H,0
21/11/16,1617,Leganes,Osasuna,Home,5,2,0,H,0
22/02/2020,1920,Leganes,Celta,Away,2,0,1,H,0
22/04/17,1617,Leganes,Villarreal,Away,4,1,2,H,0
22/06/2020,1920,Leganes,Granada,Home,3,0,0,D,0
22/08/16,1617,Leganes,Celta,Away,6,1,0,A,1
22/09/16,1617,Leganes,La Coruna,Away,2,2,1,A,0
22/09/2018,1819,Leganes,Eibar,Away,2,0,1,H,0
22/09/2019,1920,Leganes,Valencia,Away,4,1,1,D,0
22/09/2024,2425,Leganes,Getafe,Away,3,1,1,D,0
22/10/17,1718,Leganes,Ath Bilbao,Home,4,1,0,H,0
22/12/2019,1920,Leganes,Espanol,Home,5,2,0,H,0
22/12/2024,2425,Leganes,Villarreal,Home,3,2,5,A,2
23/02/2025,2425,Leganes,Sociedad,Away,2,0,3,H,0
23/10/16,1617,Leganes,Malaga,Away,5,0,4,H,0
23/11/2018,1819,Leganes,Alaves,Home,6,1,0,H,0
23/11/2019,1920,Leganes,Barcelona,Home,4,1,2,A,0
23/12/2018,1819,Leganes,Sevilla,Home,4,1,1,D,0
24/02/18,1718,Leganes,Las Palmas,Home,2,0,0,D,0
24/02/2019,1819,Leganes,Valencia,Home,6,1,1,D,0
24/04/2019,1819,Leganes,Ath Bilbao,Home,1,0,1,A,0
24/04/2025,2425,Leganes,Girona,Home,1,1,1,D,1
24/05/2025,2425,Leganes,Valladolid,Home,6,3,0,H,0
24/08/2018,1819,Leganes,Sociedad,Home,5,2,2,D,0
24/09/17,1718,Leganes,Las Palmas,Away,3,2,0,A,0
24/11/17,1718,Leganes,Celta,Away,2,0,1,H,0
24/11/2024,2425,Leganes,Real Madrid,Home,0,0,3,A,0
25/02/17,1617,Leganes,La Coruna,Home,5,4,0,H,0
25/08/2019,1920,Leganes,Ath Madrid,Home,4,0,1,A,0
25/08/2024,2425,Leganes,Las Palmas,Home,5,2,1,H,0
25/09/16,1617,Leganes,Valencia,Home,3,1,2,A,0
25/09/2019,1920,Leganes,Ath Bilbao,Home,3,1,1,D,0
26/01/2019,1819,Leganes,Eibar,Home,3,2,2,D,0
26/01/2020,1920,Leganes,Ath Madrid,Away,4,0,0,D,1
26/01/2025,2425,Leganes,Ath Bilbao,Away,2,0,0,D,0
26/04/17,1617,Leganes,Las Palmas,Home,5,3,0,H,0
26/09/2018,1819,Leganes,Barcelona,Home,6,2,1,H,0
26/10/2019,1920,Leganes,Mallorca,Home,3,1,0,H,0
26/11/16,1617,Leganes,Espanol,Away,3,0,3,H,0
27/04/2019,1819,Leganes,Celta,Home,1,0,0,D,0
27/06/2020,1920,Leganes,Osasuna,Away,7,1,2,H,0
27/08/16,1617,Leganes,Ath Madrid,Home,1,0,0,D,0
27/08/17,1718,Leganes,Espanol,Away,8,1,0,A,0
27/10/2018,1819,Leganes,Levante,Away,6,0,2,H,0
27/10/2024,2425,Leganes,Celta,Home,4,3,0,H,0
28/01/17,1617,Leganes,Celta,Home,0,0,2,A,0
28/01/18,1718,Leganes,Espanol,Home,6,3,2,H,0
28/02/17,1617,Leganes,Valencia,Away,0,0,1,H,1
28/02/18,1718,Leganes,Ath Madrid,Away,3,0,4,H,0
28/04/18,1718,Leganes,Real Madrid,Away,6,1,2,H,1
28/08/2024,2425,Leganes,Valladolid,Away,1,0,0,D,0
28/09/2019,1920,Leganes,Granada,Away,6,0,1,H,0
28/09/2024,2425,Leganes,Vallecano,Away,3,1,1,D,0
28/10/16,1617,Leganes,Sociedad,Home,4,0,2,A,0
28/10/17,1718,Leganes,Sevilla,Away,1,1,2,H,0
29/02/2020,1920,Leganes,Alaves,Home,6,1,1,D,0
29/03/2025,2425,Leganes,Real Madrid,Away,4,2,3,H,0
30/03/2019,1819,Leganes,Getafe,Away,3,2,0,A,0
30/04/17,1617,Leganes,Eibar,Away,1,0,2,H,0
30/06/2020,1920,Leganes,Sevilla,Home,3,0,3,A,0
30/09/17,1718,Leganes,Ath Madrid,Home,3,0,0,D,0
30/09/2018,1819,Leganes,Betis,Away,5,0,1,H,0
30/10/2019,1920,Leganes,Real Madrid,Away,3,0,5,H,0
30/11/2024,2425,Leganes,Alaves,Away,3,1,1,D,0
31/01/2025,2425,Leganes,Vallecano,Home,1,0,1,A,1
31/08/2019,1920,Leganes,Betis,Away,7,1,2,H,0
31/08/2024,2425,Leganes,Mallorca,Home,2,0,1,A,0
01/02/14,1314,Levante,Vallecano,Home,2,0,0,D,0
01/02/15,1415,Levante,Ath Bilbao,Home,4,0,2,A,0
01/03/14,1314,Levante,Osasuna,Home,3,2,0,H,1
01/03/18,1718,Levante,Alaves,Away,1,0,1,H,1
01/04/12,1112,Levante,Valencia,Away,2,1,1,D,0
01/05/11,1011,Levante,Sp Gijon,Home,2,0,0,D,0
01/05/15,1415,Levante,Sociedad,Away,1,0,3,H,0
01/06/13,1213,Levante,Betis,Home,4,1,1,D,0
01/07/2020,1920,Levante,Valladolid,Away,3,0,0,D,0
01/09/07,708,Levante,Murcia,Home,0,0,0,D,0
01/10/06,607,Levante,Zaragoza,Away,5,2,2,D,0
01/10/2020,2021,Levante,Sevilla,Away,1,0,1,H,0
01/11/10,1011,Levante,Mallorca,Away,3,1,2,H,0
01/11/2020,2021,Levante,Granada,Away,4,1,1,D,0
01/11/2021,2122,Levante,Granada,Home,3,0,3,A,0
01/12/17,1718,Levante,Malaga,Away,3,0,0,D,0
01/12/2019,1920,Levante,Getafe,Away,2,0,4,H,0
02/01/11,1011,Levante,Barcelona,Away,2,1,2,H,0
02/01/16,1516,Levante,Ath Madrid,Away,1,0,1,H,0
02/01/2021,2021,Levante,Villarreal,Away,2,1,2,H,0
02/02/13,1213,Levante,Espanol,Away,4,2,3,H,0
02/02/2019,1819,Levante,Getafe,Home,4,0,0,D,0
02/02/2020,1920,Levante,Barcelona,Away,5,1,2,H,0
02/03/08,708,Levante,Zaragoza,Home,5,2,1,H,0
02/03/11,1011,Levante,Sociedad,Away,1,1,1,D,0
02/03/13,1213,Levante,Valencia,Away,4,2,2,D,0
02/03/16,1516,Levante,Real Madrid,Home,4,1,3,A,0
02/04/2021,2021,Levante,Huesca,Home,3,0,2,A,0
02/04/2022,2122,Levante,Villarreal,Home,4,2,0,H,0
02/05/12,1112,Levante,Zaragoza,Away,4,0,1,H,0
02/05/16,1516,Levante,Malaga,Away,5,1,3,H,0
02/05/2026,2526,Levante,Villarreal,Away,3,1,5,H,0
02/09/12,1213,Levante,Espanol,Home,4,3,2,H,1
02/09/2018,1819,Levante,Valencia,Home,4,2,2,D,1
02/10/11,1112,Levante,Betis,Away,3,1,0,A,0
02/10/2021,2122,Levante,Mallorca,Away,2,0,1,H,0
02/11/14,1415,Levante,Almeria,Home,5,2,1,H,0
02/11/2019,1920,Levante,Barcelona,Home,3,3,1,H,0
02/11/2025,2526,Levante,Celta,Home,3,1,2,A,1
02/12/06,607,Levante,Barcelona,Home,8,1,1,D,0
02/12/07,708,Levante,Getafe,Away,4,1,2,H,0
02/12/12,1213,Levante,Celta,Away,2,1,1,D,0
03/01/15,1415,Levante,Ath Madrid,Away,4,1,3,H,0
03/01/2022,2122,Levante,Villarreal,Away,3,0,5,H,0
03/02/08,708,Levante,Santander,Home,2,1,1,D,0
03/02/18,1718,Levante,Real Madrid,Home,4,2,2,D,0
03/04/11,1011,Levante,Malaga,Home,5,3,1,H,0
03/04/2019,1819,Levante,Ath Bilbao,Away,6,2,3,H,1
03/10/10,1011,Levante,Osasuna,Away,2,1,1,D,0
03/11/13,1314,Levante,Granada,Home,7,0,1,A,0
03/12/11,1112,Levante,Barcelona,Away,3,0,5,H,0
03/12/2018,1819,Levante,Ath Bilbao,Home,7,3,0,H,0
04/01/14,1314,Levante,Valencia,Away,2,0,2,H,0
04/01/2019,1819,Levante,Girona,Home,8,2,2,D,1
04/01/2020,1920,Levante,Ath Madrid,Away,3,1,2,H,0
04/01/2026,2526,Levante,Sevilla,Away,4,3,0,A,0
04/02/07,607,Levante,Real Madrid,Away,2,1,0,A,0
04/02/12,1112,Levante,Santander,Home,6,1,1,D,0
04/02/2022,2122,Levante,Getafe,Away,2,0,3,H,0
04/03/07,607,Levante,Mallorca,Away,1,1,3,H,0
04/03/18,1718,Levante,Espanol,Home,4,1,1,D,0
04/03/2019,1819,Levante,Leganes,Away,4,0,1,H,0
04/04/15,1415,Levante,Almeria,Away,5,4,1,A,0
04/04/16,1516,Levante,Sp Gijon,Home,4,0,0,D,1
04/04/2026,2526,Levante,Sociedad,Away,4,0,2,H,0
04/05/08,708,Levante,Espanol,Home,5,1,1,D,2
04/05/14,1314,Levante,Ath Madrid,Home,2,2,0,H,0
04/05/2019,1819,Levante,Vallecano,Home,7,4,1,H,0
04/10/14,1415,Levante,Eibar,Away,5,3,3,D,0
04/10/15,1516,Levante,Villarreal,Home,5,1,0,H,0
04/10/2020,2021,Levante,Real Madrid,Home,4,0,2,A,0
04/10/2025,2526,Levante,Oviedo,Away,5,2,0,A,0
04/11/06,607,Levante,Sociedad,Home,3,2,0,H,0
04/11/07,708,Levante,Almeria,Home,5,3,0,H,0
04/11/12,1213,Levante,Sevilla,Away,1,0,0,D,0
04/11/2018,1819,Levante,Villarreal,Away,2,1,1,D,0
04/12/10,1011,Levante,Ath Madrid,Home,8,2,0,H,0
05/01/13,1213,Levante,Ath Bilbao,Home,6,3,1,H,0
05/02/11,1011,Levante,Villarreal,Away,4,1,0,A,0
05/03/12,1112,Levante,Betis,Home,4,3,1,H,0
05/05/12,1112,Levante,Mallorca,Away,2,0,1,H,0
05/05/13,1213,Levante,Mallorca,Away,1,1,1,D,0
05/10/13,1314,Levante,Real Madrid,Home,5,2,3,A,0
