HomeTeam,AwayTeam,era,HomeGoalsMeanL5Venuedpd,AwayGoalsMeanL5Venuedpd,HomeGoalsConcededL5Venuedpd,AwayGoalsConcededL5Venuedpd,HomeGoalDFMeanL5Venuedpd,AwayGoalDFMeanL5Venuedpd,HomePointsL5Venuedpd,AwayPointsL5Venuedpd,WinStreakL5Home,WinStreakL5Away,HomeOdds,DrawOdds,AwayOdds,HomeProb,DrawProb,AwayProb,MatchBalance,HomeGoalsConcededL5,HomeGoalsMeanL5,HomeShotsOTMeanL10,HomeGoalDFMeanL10,HomeGoalDFMeanL5,HomePointsMeanL5,HomePointsMeanL10,HomeGoalsMeanL10,HomeGoalsConcededL10,Homewin_streak,HomeH2HL5,HomeRedCardL2,AwayGoalsConcededL5,AwayGoalsMeanL5,AwayShotsOTMeanL10,AwayGoalDFMeanL10,AwayGoalDFMeanL5,AwayPointsMeanL5,AwayPointsMeanL10,AwayGoalsMeanL10,AwayGoalsConcededL10,Awaywin_streak,AwayH2HL5,AwayRedCardL2,HomeAttackVsAwayDefense,AwayAttackVsHomeDefense,GoalFormDiffL5,FormDiff
Barcelona,Mallorca,5,1.8,0.4,0.4,1.8,1.4,-1.4,1.8,0.0,0,0,1.3,5.5,9.0,0.7242136064374541,0.1711777615215801,0.10460863204096561,0.6196049743964885,0.8,1.0,6.6,1.7,0.2,1.8,2.4,2.3,0.6,0,3.0,0.0,1.2,0.6,2.3,-1.1,-0.6,1.2,0.6,0.7,1.8,1,0.0,0.0,-0.19999999999999996,-0.20000000000000007,0.8,0.6000000000000001
Vallecano,Sociedad,5,0.4,1.4,1.4,0.4,-1.0,-0.8,0.4,1.4,0,1,3.3,3.1,2.37,0.2892747460429955,0.30793763288447906,0.4027876210725253,0.11351287502952978,0.8,1.0,2.9,-0.4,0.2,1.6,0.9,0.7,1.1,2,0.6,0.0,0.4,0.6,3.8,-0.2,0.2,1.6,1.7,0.8,1.0,0,1.8,0.5,0.6,-0.20000000000000007,0.0,0.0
Elche,Osasuna,5,1.4,1.2,1.2,1.4,0.2,-0.8,1.2,1.2,1,1,2.8,3.2,2.7,0.34340222575516693,0.3004769475357711,0.35612082670906203,0.012718600953895098,1.0,1.2,2.2,-0.3,0.2,1.2,1.2,1.0,1.3,2,0.6,0.0,1.8,1.6,3.6,-0.5,-0.2,1.8,1.5,1.2,1.7,0,1.8,0.0,-0.6000000000000001,0.6000000000000001,0.4,-0.6000000000000001
Granada,Celta,5,0.8,2.2,2.2,0.8,-1.4,-0.4,0.4,0.8,0,1,2.8,3.2,2.62,0.33970826580226904,0.2972447325769854,0.3630470016207455,0.023338735818476453,2.4,1.6,3.5,-1.2,-0.8,1.0,0.6,1.0,2.2,0,1.0,0.5,1.0,0.6,3.5,-0.4,-0.4,0.8,0.9,0.8,1.2,0,1.6,0.0,0.6000000000000001,-1.7999999999999998,-0.4,0.19999999999999996
Getafe,Betis,5,1.4,0.8,0.8,1.4,0.6,0.4,1.6,1.6,0,0,2.75,3.1,2.7,0.34416118421052627,0.30530427631578944,0.3505345394736841,0.006373355263157854,1.0,1.0,3.0,-0.3,0.0,1.4,1.0,1.1,1.4,1,1.4,0.0,0.6,1.2,4.6,0.4,0.6,1.6,1.7,1.5,1.1,0,1.4,0.5,0.4,0.19999999999999996,-0.6,-0.20000000000000018
Levante,Sociedad,0,2.0,1.4,1.4,2.0,0.6,0.0,1.4,1.6,0,0,3.3,3.6,2.1,0.28668941979522183,0.26279863481228666,0.4505119453924914,0.16382252559726956,1.6,2.2,4.6,0.2,0.6,1.4,1.2,1.8,1.6,0,1.4,0.0,0.6,0.8,3.9,0.2,0.2,1.6,1.8,0.9,0.7,0,1.4,0.0,1.6,-0.8,0.39999999999999997,-0.20000000000000018
Mallorca,Granada,0,0.6,1.4,1.4,0.6,-0.8,-1.0,1.2,0.8,2,0,1.95,3.5,4.0,0.48908296943231444,0.2724890829694323,0.23842794759825325,0.2506550218340612,1.4,0.8,2.4,-1.1,-0.6,1.2,0.6,0.7,1.8,0,0.6,0.0,2.2,1.2,3.9,-1.0,-1.0,0.6,0.7,1.1,2.1,0,2.4,0.0,-1.4000000000000001,-0.19999999999999996,0.4,0.6
Ath Bilbao,Valencia,0,1.6,1.0,1.0,1.6,0.6,0.0,2.0,1.6,1,0,1.55,4.0,6.5,0.6150206978119456,0.23832052040212892,0.1466587817859255,0.46836191602602006,1.2,1.6,5.8,0.3,0.4,2.0,1.7,1.6,1.3,2,1.2,0.5,1.2,0.6,2.5,-0.2,-0.6,0.6,1.3,0.9,1.1,0,1.2,0.5,0.40000000000000013,-0.6,1.0,1.4
Cadiz,Elche,0,1.4,1.2,1.2,1.4,0.2,-0.8,1.4,1.2,0,1,1.7,3.75,5.0,0.5576208178438662,0.2527881040892193,0.1895910780669145,0.3680297397769517,1.2,1.0,4.6,0.1,-0.2,1.0,1.3,1.0,0.9,0,0.3333333333333333,0.0,1.0,1.4,2.5,-0.1,0.4,1.4,1.3,1.1,1.2,0,2.3333333333333335,0.0,0.0,0.19999999999999996,-0.6000000000000001,-0.3999999999999999
Celta,Alaves,0,1.2,1.6,1.6,1.2,-0.4,-1.2,1.0,0.2,0,0,1.9,3.4,4.33,0.5005950559352579,0.2797442959638206,0.21966064810092148,0.28093440783433643,1.2,0.8,4.0,-0.4,-0.4,0.8,0.9,0.9,1.3,0,2.4,0.0,1.6,1.0,3.4,-0.8,-0.6,1.2,0.8,0.9,1.7,1,0.6,0.0,-0.8,-0.19999999999999996,0.19999999999999996,-0.3999999999999999
Betis,Barcelona,0,1.6,1.2,1.2,1.6,0.4,2.0,1.8,3.0,0,5,3.0,3.6,2.25,0.3157894736842105,0.2631578947368421,0.42105263157894735,0.10526315789473684,0.6,1.2,3.9,0.2,0.6,1.6,1.5,1.1,0.9,0,0.6,0.5,1.0,1.2,6.5,1.5,0.2,1.8,2.4,2.1,0.6,1,2.4,0.0,0.19999999999999996,0.6,0.39999999999999997,-0.19999999999999996
Ath Madrid,Real Madrid,0,2.0,0.6,0.6,2.0,1.4,1.6,2.6,3.0,0,5,2.1,3.5,3.5,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.18181818181818182,1.0,1.2,4.0,1.0,0.2,1.4,2.2,1.7,0.7,0,0.4,0.0,0.8,2.8,6.8,1.6,2.0,3.0,2.7,2.5,0.9,5,2.2,0.0,0.3999999999999999,1.7999999999999998,-1.8,-1.6
Getafe,Vallecano,0,0.8,0.8,0.8,0.8,0.0,-0.2,1.2,1.4,0,2,2.05,3.1,4.2,0.46524924066464185,0.30766482043952115,0.22708593889583706,0.2381633017688048,0.8,0.8,2.8,-0.2,0.0,1.4,1.1,0.8,1.0,0,1.4,0.0,0.6,0.8,3.4,-0.3,0.2,1.6,1.0,0.7,1.0,0,1.4,0.0,0.20000000000000007,0.0,-0.2,-0.20000000000000018
Villarreal,Sevilla,0,1.8,0.4,0.4,1.8,1.4,0.0,2.2,1.2,1,1,2.3,3.3,3.1,0.41002004008016035,0.28577154308617236,0.30420841683366734,0.10581162324649301,1.2,1.2,4.7,0.6,0.0,1.4,1.6,1.6,1.0,0,1.4,0.0,1.8,2.0,3.6,0.2,0.2,1.4,1.4,1.4,1.2,0,1.4,0.0,-0.6000000000000001,0.8,-0.2,0.0
Espanol,Osasuna,0,1.0,0.4,0.4,1.0,0.6,-1.4,2.0,0.8,0,0,2.3,3.3,3.2,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.11642493139945126,1.6,0.4,2.8,-0.7,-1.2,0.6,1.1,0.8,1.5,0,1.4,0.0,1.8,1.2,3.4,-0.8,-0.6,1.4,1.3,1.0,1.8,0,1.4,0.0,-1.4,-0.40000000000000013,-0.6,-0.7999999999999999
Barcelona,Celta,5,1.4,0.6,0.6,1.4,0.8,-0.4,1.8,0.8,1,0,1.44,5.0,6.0,0.6544502617801047,0.18848167539267016,0.15706806282722513,0.49738219895287955,0.8,1.0,6.3,1.2,0.2,1.8,2.4,1.9,0.7,2,1.6,0.0,0.8,1.4,4.3,0.0,0.6,1.4,1.1,1.2,1.2,1,1.0,0.0,0.19999999999999996,0.5999999999999999,-0.39999999999999997,0.40000000000000013
Granada,Ath Bilbao,5,0.8,1.6,1.6,0.8,-0.8,-1.0,0.6,0.8,0,1,3.2,3.3,2.25,0.2948183442525313,0.2858844550327576,0.41929720071471116,0.12447885646217988,2.2,2.0,4.1,-0.3,-0.2,1.0,1.0,1.6,1.9,1,1.4,0.0,1.0,1.2,5.5,-0.1,0.2,1.6,1.5,1.2,1.3,0,1.4,0.0,1.0,-1.0000000000000002,-0.4,-0.6000000000000001
Valencia,Betis,5,1.2,1.6,1.6,1.2,-0.4,0.0,1.0,1.2,0,0,3.1,3.4,2.2,0.30112721417069244,0.2745571658615137,0.4243156199677939,0.12318840579710144,1.2,0.6,2.1,0.1,-0.6,0.6,1.4,0.8,0.7,0,0.8,1.0,0.8,0.6,3.9,0.0,-0.2,1.0,1.2,1.0,1.0,0,2.0,0.0,-0.20000000000000007,-0.6,-0.39999999999999997,-0.4
Alaves,Espanol,5,1.4,1.0,1.0,1.4,0.4,-2.0,2.0,0.2,2,0,2.1,3.4,3.5,0.4509283819628648,0.2785145888594165,0.27055702917771884,0.18037135278514593,1.6,0.8,3.3,-0.9,-0.8,1.2,0.8,0.9,1.8,0,0.8,0.5,1.6,0.6,2.7,-0.7,-1.0,0.8,1.1,0.8,1.5,0,2.0,0.0,-0.8,-1.0,0.19999999999999996,0.3999999999999999
Osasuna,Getafe,5,1.2,1.4,1.4,1.2,-0.2,-0.4,1.8,1.0,0,1,2.7,2.9,3.0,0.3532277710109622,0.32886723507917176,0.317904993909866,0.035322777101096214,1.2,1.2,3.5,-0.5,0.0,1.6,1.4,1.1,1.6,0,0.6,0.0,0.8,0.6,3.3,-0.2,-0.2,1.0,1.1,0.7,0.9,0,1.8,0.0,0.3999999999999999,-0.6,0.2,0.6000000000000001
Sevilla,Mallorca,5,1.8,1.4,1.4,1.8,0.4,-1.4,1.6,0.0,0,0,1.61,4.0,5.5,0.5898914063547392,0.23743129105778257,0.17267730258747824,0.417214103767261,1.8,2.2,3.6,0.2,0.4,1.6,1.4,1.4,1.2,0,2.0,0.0,2.4,1.2,2.9,-1.4,-1.2,1.2,0.6,0.9,2.3,0,0.8,0.0,-0.19999999999999973,-0.6000000000000001,1.6,0.40000000000000013
Elche,Ath Madrid,5,1.2,1.2,1.2,1.2,0.0,0.6,0.8,1.8,0,0,6.0,3.6,1.65,0.15865384615384612,0.2644230769230769,0.5769230769230769,0.4182692307692307,1.2,1.2,2.2,-0.5,0.0,1.4,1.0,0.9,1.4,0,0.0,0.5,0.8,0.6,3.8,0.8,-0.2,1.4,2.2,1.5,0.7,1,3.0,0.0,0.3999999999999999,-0.6,0.2,0.0
Sociedad,Cadiz,5,0.6,0.2,0.2,0.6,0.4,0.0,2.0,1.2,0,0,1.66,3.6,5.5,0.5672377241734945,0.261559617257778,0.17120265856872743,0.3960350656047671,1.0,0.8,4.0,0.0,-0.2,1.0,1.5,0.9,0.9,0,2.6,0.0,1.2,1.6,5.1,0.4,0.4,1.4,1.5,1.2,0.8,1,0.2,0.0,-0.3999999999999999,0.6000000000000001,-0.6000000000000001,-0.3999999999999999
Vallecano,Villarreal,5,0.6,1.0,1.0,0.6,-0.4,-0.8,0.6,0.6,0,0,4.2,3.8,1.8,0.225296442687747,0.24901185770750986,0.5256916996047432,0.30039525691699615,0.4,0.6,3.0,-0.2,0.2,1.6,1.1,0.7,0.9,0,0.8,0.0,1.0,1.4,4.6,0.3,0.4,1.6,1.4,1.3,1.0,0,2.0,0.0,-0.4,0.9999999999999999,-0.2,0.0
Real Madrid,Levante,5,2.6,1.0,1.0,2.6,1.6,-0.2,2.4,1.0,2,0,1.45,5.25,5.5,0.6494236716333989,0.17936463311779588,0.17121169524880517,0.4782119763845937,0.8,2.4,6.5,1.2,1.6,2.4,2.4,2.2,1.0,0,1.4,0.0,1.8,2.2,5.0,0.3,0.4,1.4,1.4,1.9,1.6,1,1.4,0.0,0.5999999999999999,1.4000000000000001,1.2000000000000002,1.0
Espanol,Valencia,5,1.0,0.4,0.4,1.0,0.6,-0.2,2.0,1.2,0,0,2.5,3.4,2.8,0.38049560351718625,0.2797761790567546,0.33972821742605913,0.04076738609112712,2.0,0.6,2.8,-0.4,-1.4,0.2,1.1,0.8,1.2,0,1.4,0.5,1.6,0.4,2.2,-0.3,-1.2,0.4,1.1,0.7,1.0,0,1.4,0.5,-1.0,-1.6,-0.19999999999999996,-0.2
Levante,Alaves,5,1.8,1.6,1.6,1.8,0.2,-2.0,1.4,0.0,1,0,2.8,3.8,2.25,0.3354256571204394,0.2471557473519027,0.4174185955276579,0.0819929384072185,2.4,1.8,4.7,-0.6,-0.6,1.4,1.1,1.6,2.2,0,0.4,0.0,1.6,1.2,3.9,-0.8,-0.4,1.8,1.0,0.9,1.7,1,2.2,0.5,0.19999999999999996,-1.2,-0.19999999999999996,-0.40000000000000013
Getafe,Barcelona,5,0.4,0.4,0.4,0.4,0.0,1.6,1.2,3.0,0,6,3.75,3.25,2.1,0.2538354253835426,0.29288702928870297,0.4532775453277546,0.19944211994421202,0.6,0.8,3.0,-0.2,0.2,1.2,1.1,0.6,0.8,0,0.6,0.5,0.8,1.6,5.8,1.3,0.8,2.4,2.4,2.0,0.7,3,2.4,0.0,0.0,1.0,-0.6000000000000001,-1.2
Villarreal,Sociedad,5,2.0,0.6,0.6,2.0,1.4,-0.6,2.2,1.0,0,0,2.1,3.6,3.3,0.45051194539249145,0.2627986348122867,0.2866894197952219,0.16382252559726956,1.0,2.2,4.3,0.3,1.2,2.0,1.4,1.3,1.0,1,1.6,0.0,0.8,1.0,4.4,0.1,0.2,1.0,1.5,1.0,0.9,1,1.0,0.0,1.4000000000000001,0.0,1.0,1.0
Celta,Elche,5,1.8,1.4,1.4,1.8,0.4,-1.0,1.4,1.2,1,0,1.65,3.8,5.5,0.5766312594840667,0.25037936267071315,0.17298937784522,0.4036418816388467,1.2,1.6,4.6,0.0,0.4,1.4,1.1,1.3,1.3,0,1.6,0.5,1.2,1.0,1.9,-0.4,-0.2,1.4,1.0,0.9,1.3,0,1.0,0.5,0.40000000000000013,-0.19999999999999996,0.6000000000000001,0.0
Mallorca,Vallecano,5,1.0,2.4,2.4,1.0,-1.4,0.2,1.2,1.6,0,0,1.57,3.8,6.5,0.6043404859191113,0.24968804286658017,0.14597147121430842,0.45836901470480285,2.4,1.0,3.0,-1.2,-1.4,0.8,0.7,0.9,2.1,0,1.4,0.0,1.2,0.8,3.0,-0.4,-0.4,1.6,1.1,0.8,1.2,0,1.4,0.0,-0.19999999999999996,-1.5999999999999999,-0.9999999999999999,-0.8
Betis,Granada,5,1.4,1.4,1.4,1.4,0.0,0.2,1.2,1.4,0,1,1.5,4.33,6.0,0.6264014466546112,0.21699819168173598,0.1566003616636528,0.4698010849909584,0.6,0.8,4.2,0.4,0.2,1.0,1.5,1.2,0.8,1,1.4,0.0,1.4,1.8,4.2,-0.2,0.4,1.6,1.2,1.7,1.9,2,1.4,0.0,-0.5999999999999999,1.2000000000000002,-0.2,-0.6000000000000001
Ath Madrid,Sevilla,5,1.8,0.6,0.6,1.8,1.2,0.0,2.6,1.2,1,0,2.25,3.0,3.6,0.4210526315789474,0.31578947368421056,0.26315789473684215,0.15789473684210525,0.6,1.0,3.8,0.8,0.4,2.0,2.2,1.5,0.7,2,1.0,0.0,1.4,1.4,3.7,0.1,0.0,1.2,1.2,1.2,1.1,0,1.6,0.0,-0.3999999999999999,0.7999999999999999,0.4,0.8
Cadiz,Real Madrid,5,1.8,1.0,1.0,1.8,0.8,1.2,1.8,2.4,1,0,3.3,3.3,2.2,0.28571428571428575,0.28571428571428575,0.4285714285714286,0.14285714285714285,1.4,1.4,4.8,0.1,0.0,1.4,1.4,1.2,1.1,0,0.8,0.0,0.8,3.2,7.5,1.7,2.4,2.4,2.4,2.7,1.0,1,2.0,0.0,0.5999999999999999,1.8000000000000003,-2.4,-1.0
Ath Bilbao,Osasuna,5,1.0,0.8,0.8,1.0,0.2,-1.2,1.6,1.0,0,0,1.53,4.2,6.0,0.6175562417291575,0.22496691662990734,0.15747684164093514,0.46007940008822235,1.0,1.0,5.3,0.2,0.0,1.4,1.5,1.2,1.0,0,1.4,0.5,1.4,1.2,3.5,-0.4,-0.2,1.2,1.5,1.2,1.6,0,1.4,0.0,-0.3999999999999999,0.19999999999999996,0.2,0.19999999999999996
Real Madrid,Betis,5,3.2,1.0,1.0,3.2,2.2,0.8,2.4,1.8,3,1,1.65,4.5,4.33,0.5721710787120644,0.20979606219442362,0.21803285909351183,0.3541382196185526,0.6,2.8,7.4,1.4,2.2,2.0,2.2,2.4,1.0,0,1.6,0.0,0.6,1.2,4.0,0.8,0.6,1.4,1.8,1.3,0.5,2,1.0,0.0,2.1999999999999997,0.6,1.6,0.6000000000000001
Vallecano,Levante,5,0.8,1.8,1.8,0.8,-1.0,-1.4,0.6,0.8,0,0,1.85,4.0,3.8,0.5129935875801552,0.2372595342558218,0.24974687816402294,0.26324670941613226,1.6,0.8,3.2,-0.5,-0.8,1.0,1.0,0.8,1.3,0,1.4,0.0,2.4,1.6,5.0,-0.2,-0.8,1.4,1.4,1.8,2.0,1,1.4,0.0,-1.5999999999999999,0.0,0.0,-0.3999999999999999
Valencia,Celta,0,1.0,1.4,1.4,1.0,-0.4,-0.4,1.0,0.8,0,0,2.75,3.3,2.62,0.3468667255075022,0.2890556045895852,0.36407766990291257,0.017210944395410377,1.4,0.4,2.3,-0.5,-1.0,0.6,0.9,0.5,1.0,0,1.8,0.0,1.2,1.4,4.3,0.0,0.2,1.4,1.1,1.0,1.0,1,1.2,0.5,-0.7999999999999999,0.0,-1.2,-0.7999999999999999
Elche,Getafe,0,1.0,1.2,1.2,1.0,-0.2,-0.4,0.8,1.0,0,0,3.1,2.87,2.62,0.30643399732663906,0.33099142568382617,0.36257457698953477,0.05614057966289571,1.4,0.4,1.7,-0.4,-1.0,0.8,1.0,0.8,1.2,0,1.0,0.0,0.2,0.6,3.0,0.0,0.4,1.4,1.2,0.6,0.6,0,1.6,0.5,0.2,-0.7999999999999999,-1.4,-0.5999999999999999
Alaves,Cadiz,0,1.4,1.0,1.0,1.4,0.4,-0.6,2.0,1.0,3,0,4.2,3.7,1.83,0.22572257225722572,0.25622562256225623,0.5180518051805181,0.2923292329232924,2.2,1.2,3.9,-1.0,-1.0,1.2,0.9,1.0,2.0,0,1.2,0.0,1.6,1.4,4.8,-0.1,-0.2,1.0,1.2,1.1,1.2,0,1.2,0.0,-0.40000000000000013,-0.8000000000000003,-0.8,0.19999999999999996
Granada,Espanol,0,1.0,1.6,1.6,1.0,-0.6,-1.4,1.0,0.2,1,0,1.44,4.33,7.5,0.6559254456657416,0.21813686876643598,0.1259376855678224,0.5299877600979193,1.0,1.6,4.6,-0.2,0.6,1.6,1.2,1.6,1.8,0,1.2,0.0,1.8,0.6,3.0,-0.6,-1.2,0.4,0.9,0.7,1.3,0,1.8,0.5,-0.19999999999999996,-0.4,1.7999999999999998,1.2000000000000002
Osasuna,Mallorca,0,1.4,1.0,1.0,1.4,0.4,-1.2,2.0,0.2,0,0,3.3,3.4,2.2,0.288135593220339,0.2796610169491525,0.43220338983050843,0.14406779661016944,1.6,0.8,3.3,-0.7,-0.8,0.6,1.2,1.1,1.8,0,1.4,0.0,2.0,1.4,3.2,-1.0,-0.6,1.4,1.0,0.8,1.8,1,0.8,0.0,-1.2,-0.20000000000000018,-0.20000000000000007,-0.7999999999999999
Barcelona,Villarreal,0,1.2,0.8,0.8,1.2,0.4,0.2,1.8,1.2,2,1,2.1,4.0,3.0,0.449438202247191,0.23595505617977527,0.3146067415730337,0.1348314606741573,0.8,1.4,5.0,0.9,0.6,2.0,2.2,1.6,0.7,0,3.0,0.0,1.2,2.0,4.6,0.3,0.8,1.4,1.4,1.4,1.1,0,0.0,0.0,0.19999999999999996,1.2,-0.20000000000000007,0.6000000000000001
Sevilla,Ath Bilbao,0,1.4,1.2,1.2,1.4,0.2,-1.0,1.2,0.8,0,0,2.5,3.3,2.87,0.38042255784061696,0.2881989074550128,0.3313785347043701,0.04904402313624684,1.0,1.2,3.7,0.1,0.2,1.4,1.2,1.3,1.2,0,1.4,0.0,0.6,1.4,5.2,0.2,0.8,2.0,1.5,1.1,0.9,1,1.4,0.5,0.6,0.3999999999999999,-0.6000000000000001,-0.6000000000000001
Sociedad,Ath Madrid,0,1.0,0.2,0.2,1.0,0.8,0.4,2.0,1.8,1,1,2.62,3.3,2.7,0.36175395858708886,0.28721071863581,0.3510353227771011,0.010718635809987775,1.0,1.4,4.9,0.5,0.4,1.4,1.8,1.1,0.6,2,1.0,0.0,0.6,0.8,3.5,0.6,0.2,1.6,2.0,1.3,0.7,0,1.6,0.0,0.7999999999999999,-0.19999999999999996,0.2,-0.20000000000000018
Osasuna,Sevilla,4,1.2,1.4,1.4,1.2,-0.2,0.0,1.4,1.2,0,0,3.2,3.1,2.4,0.2971246006389776,0.30670926517571884,0.39616613418530355,0.09904153354632594,1.4,0.6,3.1,-0.5,-0.8,0.6,1.2,1.1,1.6,0,0.2,0.0,0.6,0.8,3.8,0.2,0.2,1.4,1.4,1.3,1.1,1,2.6,0.0,0.0,-0.5999999999999999,-1.0,-0.7999999999999999
Celta,Espanol,4,1.2,0.8,0.8,1.2,0.4,-1.4,1.4,0.2,2,0,1.8,3.75,4.75,0.5379388448471122,0.2582106455266138,0.20385050962627407,0.33408833522083814,1.2,1.4,4.4,-0.1,0.2,1.4,1.1,1.0,1.1,0,1.2,0.0,1.6,0.6,3.4,-0.6,-1.0,0.6,0.9,0.6,1.2,0,1.2,0.0,-0.20000000000000018,-0.6,1.2,0.7999999999999999
Valladolid,Villarreal,4,0.8,1.6,1.6,0.8,-0.8,0.8,0.4,1.8,0,2,3.9,3.6,1.9,0.2417815482502651,0.2619300106044538,0.4962884411452809,0.2545068928950158,2.4,0.6,3.4,-1.1,-1.8,0.2,0.4,0.8,1.9,0,0.4,0.5,1.2,2.0,4.6,0.4,0.8,1.4,1.4,1.5,1.1,1,2.2,0.0,-0.6,-0.3999999999999999,-2.6,-1.2
Barcelona,Vallecano,4,1.0,1.2,1.2,1.0,-0.2,0.0,1.2,1.4,0,0,1.22,7.0,12.0,0.7837283075200598,0.13659264788206757,0.07967904459787274,0.7040492629221871,1.0,1.4,4.3,0.3,0.4,2.0,1.9,1.2,0.9,0,1.8,0.0,2.4,1.0,3.7,-0.6,-1.4,0.4,1.0,1.0,1.6,0,1.2,0.0,-1.0,0.0,1.7999999999999998,1.6
Cadiz,Sociedad,4,1.6,1.2,1.2,1.6,0.4,0.2,1.4,1.6,0,1,3.6,3.2,2.2,0.26586102719033233,0.2990936555891239,0.4350453172205438,0.16918429003021146,1.0,1.2,5.1,0.1,0.2,1.6,1.5,1.1,1.0,1,0.2,0.0,1.2,1.6,4.6,0.3,0.4,1.4,1.5,1.1,0.8,0,2.6,0.0,0.0,0.6000000000000001,-0.2,0.20000000000000018
Valencia,Girona,4,0.8,1.2,1.2,0.8,-0.4,-1.4,1.0,0.0,1,0,1.85,3.4,4.5,0.5114491057997661,0.2782884840381081,0.21026241016212607,0.30118669563764,1.0,0.8,2.6,-0.3,-0.2,1.2,1.1,0.7,1.0,1,2.25,0.0,1.4,0.6,3.3,-1.0,-0.8,0.6,0.3,0.6,1.6,0,0.75,0.0,-0.5999999999999999,-0.4,0.6000000000000001,0.6
Almeria,Real Madrid,4,2.0,1.4,1.4,2.0,0.6,0.6,1.4,2.0,0,0,7.5,5.0,1.4,0.12727272727272726,0.19090909090909092,0.6818181818181818,0.5545454545454545,2.4,1.2,3.4,-1.0,-1.2,0.2,0.7,1.2,2.2,0,0.0,0.5,0.4,2.2,7.2,1.1,1.8,1.6,2.0,2.1,1.0,0,3.0,0.0,0.7999999999999999,-0.19999999999999973,-3.0,-1.4000000000000001
Ath Bilbao,Mallorca,4,1.2,0.6,0.6,1.2,0.6,-0.6,2.0,0.8,1,1,1.6,3.75,6.5,0.5977927651747396,0.25505824647455555,0.1471489883507051,0.45064377682403445,0.4,0.8,5.1,0.2,0.4,1.4,1.5,1.1,0.9,0,2.0,0.0,1.8,1.4,3.5,-0.5,-0.4,1.4,1.3,1.0,1.5,2,0.8,0.0,-1.0,0.9999999999999999,0.8,0.0
Getafe,Ath Madrid,4,0.4,0.4,0.4,0.4,0.0,0.2,1.2,1.8,0,2,5.0,3.1,1.9,0.19067659436710913,0.30754289414049857,0.5017805114923923,0.3111039171252832,0.8,0.4,2.6,-0.2,-0.4,0.8,1.1,0.7,0.9,0,0.2,0.0,0.8,1.2,3.5,0.6,0.4,2.0,2.0,1.3,0.7,1,2.6,0.0,-0.4,0.3999999999999999,-0.8,-1.2
Betis,Elche,4,1.6,0.8,0.8,1.6,0.8,-0.6,1.8,1.2,1,0,1.44,4.5,7.0,0.6554307116104868,0.2097378277153558,0.1348314606741573,0.5205992509363295,0.4,1.2,3.7,0.7,0.8,1.6,1.6,1.2,0.5,0,1.6,0.0,1.6,0.8,2.4,-0.3,-0.8,0.8,1.0,1.0,1.3,1,1.0,0.0,-0.40000000000000013,0.4,1.6,0.8
Espanol,Vallecano,4,0.8,0.6,0.6,0.8,0.2,0.2,1.6,1.6,0,0,2.45,3.1,3.1,0.3875,0.30625,0.30625,0.08124999999999999,1.2,1.0,3.3,-0.7,-0.2,0.8,0.7,0.7,1.4,0,1.4,0.0,2.2,0.8,3.5,-0.6,-1.4,0.4,1.0,0.8,1.4,0,1.4,0.0,-1.2000000000000002,-0.3999999999999999,1.2,0.4
Sevilla,Valladolid,4,1.6,1.2,1.2,1.6,0.4,-1.4,1.6,0.4,1,0,1.5,4.2,6.5,0.6297577854671281,0.2249134948096886,0.14532871972318342,0.48442906574394473,0.8,0.8,4.1,0.1,0.0,1.2,1.3,1.4,1.3,0,1.8,0.0,2.8,0.4,3.8,-1.3,-2.4,0.0,0.4,0.8,2.1,0,0.6,0.0,-1.9999999999999998,-0.4,2.4,1.2
Osasuna,Cadiz,4,1.0,1.4,1.4,1.0,-0.4,-0.2,1.4,1.6,1,1,1.9,3.25,4.5,0.49829642248722317,0.29131175468483816,0.21039182282793867,0.2879045996592845,1.4,0.8,2.9,-0.6,-0.6,1.0,1.2,1.0,1.6,1,3.0,0.0,1.0,1.0,4.6,-0.1,0.0,1.4,1.2,1.0,1.1,0,0.0,0.0,-0.19999999999999996,-0.3999999999999999,-0.6,-0.3999999999999999
Mallorca,Betis,4,1.4,2.2,2.2,1.4,-0.8,0.8,1.8,1.8,1,0,3.1,3.2,2.4,0.30670926517571884,0.2971246006389776,0.39616613418530355,0.08945686900958472,1.4,1.2,3.4,-0.4,-0.2,1.6,1.4,1.0,1.4,0,1.0,0.0,0.4,1.8,4.4,1.0,1.4,2.0,1.8,1.5,0.5,1,1.6,0.0,0.7999999999999999,0.40000000000000013,-1.5999999999999999,-0.3999999999999999
Celta,Real Madrid,4,1.6,1.2,1.2,1.6,0.4,0.6,1.4,2.0,0,1,4.5,4.2,1.66,0.20910563253554074,0.2240417491452222,0.5668526183192371,0.35774698578369635,1.4,1.6,4.4,-0.1,0.2,1.4,1.1,1.2,1.3,0,0.2,0.0,0.6,1.8,8.3,1.6,1.2,1.6,2.3,2.3,0.7,1,2.6,0.0,1.0,0.40000000000000013,-1.0,-0.20000000000000018
