HomeTeam,AwayTeam,era,HomeGoalsMeanL5Venuedpd,AwayGoalsMeanL5Venuedpd,HomeGoalsConcededL5Venuedpd,AwayGoalsConcededL5Venuedpd,HomeGoalDFMeanL5Venuedpd,AwayGoalDFMeanL5Venuedpd,HomePointsL5Venuedpd,AwayPointsL5Venuedpd,WinStreakL5Home,WinStreakL5Away,HomeOdds,DrawOdds,AwayOdds,HomeProb,DrawProb,AwayProb,MatchBalance,HomeGoalsConcededL5,HomeGoalsMeanL5,HomeShotsOTMeanL10,HomeGoalDFMeanL10,HomeGoalDFMeanL5,HomePointsMeanL5,HomePointsMeanL10,HomeGoalsMeanL10,HomeGoalsConcededL10,Homewin_streak,HomeH2HL5,HomeRedCardL2,AwayGoalsConcededL5,AwayGoalsMeanL5,AwayShotsOTMeanL10,AwayGoalDFMeanL10,AwayGoalDFMeanL5,AwayPointsMeanL5,AwayPointsMeanL10,AwayGoalsMeanL10,AwayGoalsConcededL10,Awaywin_streak,AwayH2HL5,AwayRedCardL2,HomeAttackVsAwayDefense,AwayAttackVsHomeDefense,GoalFormDiffL5,FormDiff
Ath Madrid,Villarreal,0,1.6,0.6,0.6,1.6,1.0,1.8,2.2,2.4,0,3,1.85,3.5,4.33,0.511293669135136,0.2702552251142862,0.21845110575057775,0.2928425633845582,0.4,1.8,3.7,0.8,1.4,2.6,2.0,1.5,0.7,2,1.8,0.0,0.8,2.4,4.9,0.8,1.6,2.0,1.7,1.8,1.0,2,0.6,0.0,1.0,2.0,-0.20000000000000018,0.6000000000000001
Sociedad,Barcelona,0,1.0,0.6,0.6,1.0,0.4,1.4,1.4,2.6,0,0,3.3,3.6,2.1,0.28668941979522183,0.26279863481228666,0.4505119453924914,0.16382252559726956,1.0,1.6,5.1,0.4,0.6,1.8,1.7,1.2,0.8,1,0.0,0.0,0.8,1.0,4.3,0.2,0.2,1.6,1.7,1.1,0.9,0,3.0,0.5,0.8,0.0,0.39999999999999997,0.19999999999999996
Ath Bilbao,Valencia,0,0.8,0.4,0.4,0.8,0.4,-0.2,1.6,1.2,0,0,1.8,3.75,4.5,0.5319148936170214,0.25531914893617025,0.21276595744680854,0.31914893617021284,0.4,0.4,4.6,0.2,0.0,1.0,1.5,1.0,0.8,0,1.4,0.0,0.8,0.8,2.5,-0.3,0.0,1.6,1.1,0.7,1.0,2,0.8,0.5,-0.4,0.4,0.0,-0.6000000000000001
Elche,Almeria,0,1.6,1.2,1.2,1.6,0.4,-2.2,1.4,0.0,1,0,2.5,3.2,3.0,0.38247011952191234,0.298804780876494,0.31872509960159356,0.06374501992031878,2.0,0.6,2.4,-0.5,-1.4,0.6,1.0,1.0,1.5,0,2.0,0.5,2.2,1.4,3.7,-0.8,-0.8,0.2,0.7,1.2,2.0,0,0.5,0.0,-1.6,-0.6000000000000001,-0.5999999999999999,0.39999999999999997
Girona,Getafe,0,0.8,1.4,1.4,0.8,-0.6,-0.4,0.6,1.0,0,0,2.8,2.9,2.9,0.34117647058823525,0.32941176470588235,0.32941176470588235,0.0117647058823529,1.4,0.6,3.2,-1.0,-0.8,0.6,0.3,0.5,1.5,0,1.25,0.0,1.4,0.4,2.4,-0.5,-1.0,0.6,1.0,0.6,1.1,0,1.25,0.0,-0.7999999999999999,-0.9999999999999999,0.19999999999999996,0.0
Girona,Celta,0,1.2,1.2,1.2,1.2,0.0,-0.6,1.2,0.8,1,0,2.8,3.1,2.75,0.3423007428227264,0.30917486448504317,0.3485243926922305,0.006223649869504133,1.6,1.0,3.4,-0.6,-0.6,0.6,0.6,0.8,1.4,1,1.75,0.0,2.2,1.0,4.2,-0.3,-1.2,0.8,1.1,1.2,1.5,0,1.0,0.0,-1.2000000000000002,-0.6000000000000001,0.6,-0.20000000000000007
Betis,Osasuna,0,2.0,0.8,0.8,2.0,1.2,-0.8,1.8,1.0,2,0,1.8,3.6,4.75,0.5322128851540617,0.26610644257703087,0.20168067226890757,0.33053221288515416,0.2,2.0,3.9,0.8,1.8,2.6,1.8,1.3,0.5,2,3.0,0.0,1.2,1.0,2.9,-0.1,-0.2,1.4,1.5,1.1,1.2,2,0.0,0.0,0.8,0.8,2.0,1.2000000000000002
Elche,Sociedad,0,1.6,1.0,1.0,1.6,0.6,0.4,1.6,2.0,0,2,3.6,3.2,2.15,0.2631981637337414,0.29609793420045905,0.4407039020657995,0.17750573833205813,1.6,0.8,2.5,-0.4,-0.8,0.8,1.1,1.0,1.4,0,0.6,0.5,1.4,1.6,5.0,0.0,0.2,1.8,1.4,1.2,1.2,0,2.4,0.0,-0.5999999999999999,0.0,-1.0,-1.0
Vallecano,Mallorca,0,1.0,2.4,2.4,1.0,-1.4,-0.4,0.4,1.0,0,0,2.05,3.25,4.0,0.4665769403319875,0.294302377747869,0.23912068192014357,0.22745625841184391,2.2,1.2,3.4,-0.4,-1.0,0.8,1.2,0.9,1.3,1,1.4,0.5,0.6,1.0,4.0,-0.4,0.4,1.6,1.4,1.1,1.5,0,1.4,0.0,0.6,-1.2000000000000002,-1.4,-0.8
Almeria,Sevilla,0,1.6,1.8,1.8,1.6,-0.2,-0.2,0.8,1.0,0,0,3.6,3.25,2.15,0.2644026109166588,0.29287673824614513,0.4427206508371961,0.1783180399205373,2.0,1.2,4.1,-0.4,-0.8,0.2,0.8,1.3,1.7,0,0.0,0.5,0.8,0.8,4.0,0.2,0.0,1.2,1.4,1.5,1.3,0,3.0,0.5,0.3999999999999999,-1.2,-0.8,-1.0
Getafe,Villarreal,0,0.2,1.0,1.0,0.2,-0.8,2.0,0.6,2.4,0,4,4.33,3.4,1.85,0.21672840037901628,0.2760099922473943,0.5072616073735894,0.2905332069945731,2.0,0.6,2.4,-0.8,-1.4,0.4,0.7,0.6,1.4,0,0.0,0.5,0.6,2.6,5.2,1.2,2.0,2.4,2.0,2.0,0.8,3,3.0,0.0,0.0,0.6000000000000001,-3.4,-2.0
Barcelona,Valladolid,0,1.0,1.0,1.0,1.0,0.0,-1.2,1.4,0.6,0,0,1.14,8.5,15.0,0.8263659342796034,0.11083025471514679,0.06280381100524984,0.7635621232743535,0.8,1.4,4.3,0.4,0.6,1.6,1.7,1.2,0.8,1,3.0,0.5,2.4,0.6,3.8,-1.2,-1.8,0.2,0.5,0.8,2.0,0,0.0,0.5,-1.0,-0.20000000000000007,2.4,1.4000000000000001
Espanol,Real Madrid,0,0.6,1.0,1.0,0.6,-0.4,1.0,1.0,2.0,0,2,6.5,4.75,1.45,0.14596026490066225,0.1997350993377483,0.6543046357615894,0.5083443708609271,1.4,0.8,3.2,-0.8,-0.6,0.6,0.7,0.7,1.5,0,0.6,0.5,0.6,2.6,8.4,1.8,2.0,2.2,2.3,2.5,0.7,2,2.4,0.0,0.20000000000000007,1.2000000000000002,-2.6,-1.6
Cadiz,Ath Bilbao,0,1.4,1.4,1.4,1.4,0.0,-0.4,0.8,0.8,0,0,3.6,3.2,2.15,0.2631981637337414,0.29609793420045905,0.4407039020657995,0.17750573833205813,1.4,0.4,4.5,-0.3,-1.0,0.8,1.1,1.0,1.3,0,1.2,0.5,0.4,0.6,4.2,0.2,0.2,1.4,1.5,0.9,0.7,1,1.8,0.0,0.0,-0.7999999999999999,-1.2,-0.5999999999999999
Valencia,Ath Madrid,0,1.0,1.2,1.2,1.0,-0.2,0.6,1.4,1.8,2,3,4.0,3.3,2.0,0.23741007194244607,0.2877697841726619,0.47482014388489213,0.23741007194244607,1.0,0.8,2.4,-0.4,-0.2,1.4,1.0,0.7,1.1,0,0.4,0.5,0.8,1.6,3.4,0.3,0.8,2.0,1.7,1.1,0.8,0,2.2,0.5,0.0,0.6000000000000001,-1.0,-0.6000000000000001
Celta,Cadiz,4,1.6,1.6,1.6,1.6,0.0,-0.6,1.4,1.4,0,0,1.66,3.6,5.5,0.5672377241734945,0.261559617257778,0.17120265856872743,0.3960350656047671,1.6,1.0,4.3,-0.1,-0.6,1.4,1.4,1.3,1.4,1,1.6,0.0,1.6,0.4,4.4,-0.6,-1.2,0.8,1.1,0.9,1.5,0,1.0,0.5,-0.6000000000000001,-1.2000000000000002,0.6,0.5999999999999999
Sociedad,Ath Madrid,0,1.0,1.4,1.4,1.0,-0.4,1.0,0.8,2.4,0,4,2.9,3.2,2.55,0.3285685524461445,0.29776525065431847,0.37366619689953695,0.04509764445339243,1.4,1.2,4.9,0.0,-0.2,1.8,1.4,1.1,1.1,1,0.4,0.0,0.8,1.4,4.0,0.5,0.6,2.0,2.0,1.2,0.7,1,2.2,0.5,0.3999999999999999,0.0,-0.8,-0.19999999999999996
Sevilla,Barcelona,0,1.0,1.0,1.0,1.0,0.0,1.2,1.2,2.6,0,1,4.5,3.6,1.8,0.21052631578947367,0.2631578947368421,0.5263157894736842,0.3157894736842105,1.2,1.0,3.7,-0.1,-0.2,1.0,1.1,1.2,1.3,0,0.6,0.5,0.6,1.6,4.6,0.9,1.0,1.6,2.0,1.6,0.7,2,1.8,0.0,0.4,0.40000000000000013,-1.2,-0.6000000000000001
Real Madrid,Betis,0,2.4,0.8,0.8,2.4,1.6,0.8,2.0,1.8,0,1,1.4,5.25,6.5,0.6747404844290658,0.17993079584775085,0.1453287197231834,0.5294117647058824,0.8,2.0,8.2,1.8,1.2,2.2,2.3,2.6,0.8,3,1.6,0.0,0.2,1.6,3.7,0.8,1.4,2.6,1.8,1.2,0.4,3,1.0,0.5,1.8,0.8,-0.19999999999999996,-0.3999999999999999
Osasuna,Vallecano,0,1.2,1.4,1.4,1.2,-0.2,0.4,1.4,1.6,2,1,2.0,3.1,4.33,0.47459604709542835,0.3061909981260828,0.21921295477848884,0.2553830923169395,1.2,0.8,2.7,-0.3,-0.4,1.2,1.2,1.0,1.3,0,2.0,0.0,1.6,1.0,3.1,-0.5,-0.6,0.8,1.2,0.9,1.4,0,0.8,0.5,-0.8,-0.19999999999999996,0.19999999999999996,0.3999999999999999
Ath Bilbao,Espanol,0,1.0,0.0,0.0,1.0,1.0,-1.2,2.2,0.4,1,0,1.53,4.0,6.5,0.6180910495661476,0.23641982645905146,0.1454891239748009,0.47260192559134667,0.2,1.4,4.4,0.6,1.2,2.0,1.7,1.2,0.6,2,1.8,0.0,1.6,0.8,3.4,-1.1,-0.8,0.6,0.4,0.7,1.8,0,0.6,1.0,-0.20000000000000018,0.6000000000000001,2.0,1.4
Villarreal,Elche,0,1.2,0.8,0.8,1.2,0.4,-1.4,1.6,0.6,0,0,1.33,5.0,10.0,0.7147962830593281,0.1901358112937813,0.09506790564689065,0.6197283774124375,0.4,1.6,5.3,1.2,1.2,2.0,2.0,1.9,0.7,0,1.6,0.0,1.4,0.8,2.9,-0.4,-0.6,0.8,1.1,0.9,1.3,0,1.0,0.0,0.20000000000000018,0.4,1.7999999999999998,1.2
Valencia,Getafe,0,0.8,1.0,1.0,0.8,-0.2,-0.8,1.4,0.8,0,0,1.9,3.2,4.5,0.496038580778505,0.29452290733723735,0.20943851188425766,0.28660006889424733,0.6,0.8,2.4,-0.5,0.2,1.4,0.9,0.6,1.1,0,1.0,0.0,1.8,0.4,2.6,-0.6,-1.4,0.4,0.8,0.6,1.2,0,1.6,0.5,-1.0,-0.19999999999999996,1.5999999999999999,0.9999999999999999
Valladolid,Almeria,0,0.6,1.8,1.8,0.6,-1.2,-2.0,0.4,0.2,0,0,2.3,3.3,3.1,0.41002004008016035,0.28577154308617236,0.30420841683366734,0.10581162324649301,2.8,0.6,3.7,-1.6,-2.2,0.2,0.4,0.7,2.3,0,1.0,0.5,1.8,1.4,3.7,-0.6,-0.4,0.8,0.8,1.2,1.8,1,1.6,0.5,-1.2000000000000002,-1.4,-1.8000000000000003,-0.6000000000000001
Girona,Valladolid,0,1.0,1.0,1.0,1.0,0.0,-2.0,1.2,0.4,0,0,2.25,3.25,3.4,0.4247957712638154,0.2940893801057184,0.2811148486304661,0.1436809226333493,1.2,1.0,3.1,-0.5,-0.2,0.8,0.7,0.8,1.3,0,0.5,0.0,2.0,0.6,3.7,-1.5,-1.4,0.8,0.6,0.7,2.2,1,2.0,0.0,-1.0,-0.6,1.2,0.0
Ath Madrid,Celta,4,0.8,0.8,0.8,0.8,0.0,-0.2,1.6,1.4,0,1,1.61,3.8,6.0,0.5910104204468868,0.2504017833998652,0.15858779615324795,0.43242262429363887,0.8,1.4,4.4,0.4,0.6,2.0,1.8,1.1,0.7,0,2.2,0.0,1.6,1.4,4.4,0.0,-0.2,1.4,1.4,1.4,1.4,2,0.4,0.0,-0.20000000000000018,0.5999999999999999,0.8,0.6000000000000001
Vallecano,Valencia,4,1.0,2.6,2.6,1.0,-1.6,-0.6,0.4,0.6,0,0,2.62,3.1,2.87,0.36257457698953477,0.30643399732663906,0.33099142568382617,0.0315831513057086,1.6,1.0,3.2,-0.7,-0.6,0.8,0.9,0.9,1.6,0,1.2,0.0,0.6,1.6,2.9,0.0,1.0,1.8,1.2,1.0,1.0,1,1.2,0.5,0.4,0.0,-1.6,-1.0
Espanol,Sevilla,4,0.6,1.6,1.6,0.6,-1.0,-0.2,0.4,1.0,0,0,2.87,3.25,2.5,0.3299157445944574,0.2913409806111055,0.37874327479443715,0.04882753019997976,1.4,0.8,3.1,-0.9,-0.6,1.0,0.7,0.7,1.6,1,0.4,0.5,1.6,0.8,3.9,-0.3,-0.8,0.8,1.1,1.0,1.3,0,2.2,0.0,-0.8,-0.5999999999999999,0.20000000000000007,0.19999999999999996
Cadiz,Barcelona,4,1.2,1.8,1.8,1.2,-0.6,1.6,0.8,2.6,0,2,13.0,6.5,1.22,0.07322929171668667,0.14645858343337334,0.78031212484994,0.7070828331332533,2.0,0.2,4.0,-1.0,-1.8,0.6,0.8,0.8,1.8,0,1.6,0.0,0.6,2.2,5.2,1.1,1.6,2.0,2.0,1.8,0.7,3,1.0,0.0,-0.39999999999999997,0.20000000000000018,-3.4000000000000004,-1.4
Getafe,Sociedad,4,0.0,0.6,0.6,0.0,-0.6,0.4,0.8,2.0,0,3,3.75,3.0,2.15,0.25036390101892286,0.31295487627365354,0.43668122270742354,0.18631732168850068,2.8,0.6,2.5,-0.9,-2.2,0.2,0.8,0.6,1.5,0,1.0,0.5,1.4,1.0,5.2,0.0,-0.4,1.4,1.4,1.2,1.2,0,1.6,0.0,-0.7999999999999999,-1.7999999999999998,-1.8000000000000003,-1.2
Betis,Villarreal,4,1.4,0.6,0.6,1.4,0.8,2.2,1.8,2.6,3,0,2.8,3.4,2.5,0.33972821742605913,0.2797761790567546,0.38049560351718625,0.04076738609112712,0.6,1.4,3.9,0.7,0.8,2.0,1.7,1.3,0.6,0,0.8,0.5,0.0,2.2,5.7,1.5,2.2,2.6,2.0,2.1,0.6,1,2.0,0.0,1.4,1.6,-1.4000000000000001,-0.6000000000000001
Real Madrid,Mallorca,4,2.8,0.2,0.2,2.8,2.6,0.6,2.6,1.6,1,1,1.25,6.0,11.0,0.7564469914040115,0.15759312320916904,0.08595988538681948,0.670487106017192,0.8,2.2,8.0,1.8,1.4,2.6,2.3,2.5,0.7,4,2.4,0.0,0.6,1.2,4.3,0.0,0.6,1.6,1.5,1.3,1.3,0,0.6,0.0,1.6,0.3999999999999999,0.7999999999999999,1.0
Elche,Ath Bilbao,4,1.0,1.2,1.2,1.0,-0.2,0.6,1.0,1.4,0,1,4.0,3.6,1.9,0.23717059639389737,0.2635228848821082,0.49930651872399445,0.2621359223300971,2.0,0.8,2.7,-1.1,-1.2,0.8,0.8,0.6,1.7,0,0.8,0.0,0.4,1.0,4.4,0.7,0.6,1.4,1.7,1.2,0.5,0,2.0,0.0,0.4,-1.0,-1.7999999999999998,-0.5999999999999999
Almeria,Osasuna,4,1.6,2.0,2.0,1.6,-0.4,-0.4,0.8,1.0,1,0,2.6,3.25,2.75,0.3642384105960265,0.29139072847682124,0.34437086092715236,0.019867549668874163,1.6,1.2,3.5,-0.5,-0.4,0.8,0.8,1.2,1.7,0,1.4,0.0,1.0,1.2,3.0,-0.3,0.2,1.8,1.2,1.0,1.3,1,1.4,0.0,0.19999999999999996,-0.40000000000000013,-0.6000000000000001,-1.0
Valladolid,Cadiz,4,0.6,1.6,1.6,0.6,-1.0,-1.4,0.8,0.8,1,0,2.0,3.25,4.0,0.4727272727272727,0.2909090909090909,0.23636363636363636,0.23636363636363636,2.0,0.6,3.7,-1.6,-1.4,0.8,0.5,0.6,2.2,0,1.0,0.0,2.8,0.0,3.2,-1.3,-2.8,0.0,0.8,0.6,1.9,0,1.0,0.0,-2.1999999999999997,-2.0,1.4,0.8
Mallorca,Almeria,4,1.6,2.2,2.2,1.6,-0.6,-1.4,1.4,0.2,0,0,2.0,3.3,4.0,0.47482014388489213,0.2877697841726619,0.23741007194244607,0.23741007194244607,1.4,1.0,4.2,-0.4,-0.4,1.0,1.2,1.2,1.6,0,2.0,0.0,1.2,0.8,3.4,-0.8,-0.4,0.8,0.5,1.0,1.8,0,0.8,0.0,-0.19999999999999996,-0.5999999999999999,0.0,0.19999999999999996
Barcelona,Elche,4,1.8,0.8,0.8,1.8,1.0,-2.0,2.0,0.6,1,0,1.08,11.0,26.0,0.8774082709534912,0.08614553932997915,0.03644618971652964,0.8409620812369615,0.2,3.0,5.5,1.6,2.8,2.6,2.3,2.2,0.6,4,3.0,0.0,2.6,0.4,2.8,-1.5,-2.2,0.2,0.5,0.6,2.1,0,0.0,0.0,0.3999999999999999,0.2,5.0,2.4
Valencia,Celta,4,1.6,1.0,1.0,1.6,0.6,-1.2,1.8,0.8,1,0,2.3,3.2,3.3,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.12544100352802828,1.0,1.4,3.2,0.1,0.4,1.2,1.2,1.1,1.0,0,2.4,0.5,2.0,1.6,4.5,-0.1,-0.4,1.4,1.4,1.5,1.6,0,0.6,0.0,-0.6000000000000001,0.6000000000000001,0.8,-0.19999999999999996
Ath Bilbao,Vallecano,4,0.6,0.2,0.2,0.6,0.4,0.0,1.6,1.0,0,0,1.53,4.0,6.5,0.6180910495661476,0.23641982645905146,0.1454891239748009,0.47260192559134667,0.4,1.8,4.5,0.9,1.4,2.0,1.7,1.3,0.4,1,2.0,0.0,1.0,1.0,3.7,-0.7,0.0,1.4,0.9,1.0,1.7,1,0.8,0.0,0.8,0.6,1.4,0.6000000000000001
Osasuna,Getafe,4,1.4,1.0,1.0,1.4,0.4,-1.2,2.0,0.8,3,0,1.8,3.4,5.0,0.5292652552926526,0.28019925280199254,0.19053549190535493,0.33872976338729766,0.6,1.4,3.1,0.0,0.8,2.4,1.5,1.0,1.0,2,0.6,0.0,2.4,0.8,2.5,-1.0,-1.6,0.8,0.8,0.6,1.6,1,1.8,0.5,-1.0,0.20000000000000007,2.4000000000000004,1.5999999999999999
Villarreal,Sevilla,4,1.8,0.8,0.8,1.8,1.0,-0.2,1.6,1.0,1,1,1.7,3.8,5.0,0.5594817432273262,0.2502944640753828,0.19022379269729095,0.3692579505300353,0.2,1.8,5.5,1.2,1.6,2.0,1.7,1.9,0.7,0,1.0,0.0,2.0,1.2,4.0,-0.3,-0.8,0.8,1.1,1.0,1.3,1,1.6,0.5,-0.19999999999999996,1.0,2.4000000000000004,1.2
Betis,Girona,4,1.6,0.4,0.4,1.6,1.2,-1.0,2.4,0.2,4,0,1.75,3.6,5.0,0.5446293494704992,0.264750378214826,0.19062027231467474,0.3540090771558245,0.6,1.6,4.1,0.9,1.0,2.4,2.0,1.4,0.5,1,2.5,0.0,1.0,1.2,3.5,-0.3,0.2,1.4,1.0,0.9,1.2,1,0.25,0.0,0.6000000000000001,0.6,0.8,1.0
Sociedad,Espanol,4,1.2,1.6,1.6,1.2,-0.4,-0.8,0.8,1.0,0,1,1.7,3.6,5.0,0.5518087063151441,0.26057633353770693,0.187614960147149,0.3641937461679951,1.4,1.0,5.3,0.0,-0.4,1.4,1.4,1.3,1.3,0,1.8,0.0,2.0,1.2,3.4,-0.9,-0.8,0.8,0.7,0.9,1.8,0,1.2,0.0,-1.0,-0.19999999999999996,0.4,0.5999999999999999
Ath Madrid,Real Madrid,4,1.2,0.8,0.8,1.2,0.4,1.0,1.6,2.0,1,3,3.1,3.4,2.3,0.3067869752844252,0.27971753628874063,0.41349548842683403,0.10670851314240881,0.8,1.8,4.7,0.7,1.0,2.0,2.0,1.5,0.8,1,0.8,0.0,1.0,3.0,7.6,1.9,2.0,3.0,2.3,2.6,0.7,5,2.0,0.0,0.8,2.2,-1.0,-1.0
Ath Bilbao,Almeria,0,1.2,0.6,0.6,1.2,0.6,-1.2,2.0,0.2,1,0,1.33,5.0,9.5,0.7112375533428166,0.18918918918918923,0.09957325746799432,0.6116642958748223,0.8,2.4,4.8,0.8,1.6,2.4,1.7,1.4,0.6,2,2.6,0.0,1.0,0.6,3.7,-0.6,-0.4,0.8,0.5,1.0,1.6,0,0.2,0.0,1.4,-0.20000000000000007,2.0,1.5999999999999999
Cadiz,Villarreal,4,0.8,2.0,2.0,0.8,-1.2,1.2,0.8,2.0,0,0,6.0,4.0,1.57,0.15818639798488665,0.23727959697732998,0.6045340050377834,0.4463476070528968,2.6,0.2,2.9,-1.2,-2.4,0.6,1.0,0.6,1.8,1,1.2,0.0,0.4,1.4,5.6,1.3,1.0,1.6,1.8,1.9,0.6,0,1.2,0.0,-0.2,-1.2000000000000002,-3.4,-1.0
Getafe,Valladolid,4,0.4,0.8,0.8,0.4,-0.4,-2.2,1.2,0.2,1,0,2.3,3.0,3.5,0.41257367387033395,0.3163064833005893,0.2711198428290766,0.14145383104125736,1.8,1.2,2.7,-0.8,-0.6,1.4,1.0,0.8,1.6,2,1.0,0.5,1.6,0.6,4.1,-1.7,-1.0,0.8,0.4,0.5,2.2,0,1.6,0.0,-0.40000000000000013,-1.2000000000000002,0.4,0.5999999999999999
Sevilla,Ath Madrid,4,0.6,1.0,1.0,0.6,-0.4,1.4,1.2,2.6,0,0,3.0,3.2,2.5,0.31872509960159356,0.298804780876494,0.38247011952191234,0.06374501992031878,1.8,1.2,3.5,-0.3,-0.6,1.0,1.1,1.0,1.3,0,1.6,0.5,1.2,1.4,4.9,0.8,0.2,1.4,2.0,1.6,0.8,0,1.0,0.5,0.0,-0.40000000000000013,-0.8,-0.3999999999999999
Mallorca,Barcelona,4,1.4,2.0,2.0,1.4,-0.6,2.2,1.4,2.6,1,3,9.0,5.0,1.36,0.10618363522798252,0.19113054341036856,0.702685821361649,0.5965021861336666,1.4,1.2,4.2,-0.2,-0.2,1.4,1.5,1.2,1.4,1,0.0,0.0,0.2,3.6,5.9,1.8,3.4,3.0,2.3,2.3,0.5,5,3.0,0.0,1.0,2.2,-3.6,-1.6
Real Madrid,Osasuna,4,3.2,0.4,0.4,3.2,2.8,-0.4,2.6,1.0,2,1,1.3,5.5,9.5,0.7282229965156793,0.17212543554006968,0.09965156794425085,0.6285714285714284,1.0,3.0,7.4,1.6,2.0,3.0,2.3,2.4,0.8,6,2.2,0.0,0.8,1.0,3.2,-0.2,0.2,1.8,1.4,0.9,1.1,0,0.4,0.5,2.2,0.0,1.8,1.2
Girona,Sociedad,4,1.4,1.0,1.0,1.4,0.4,0.2,1.8,1.8,1,0,3.25,3.2,2.3,0.2916584109371904,0.29621557360808404,0.41212601545472566,0.12046760451753524,1.2,1.4,3.8,-0.3,0.2,1.4,1.0,1.0,1.3,0,0.75,0.0,1.6,1.2,5.6,0.1,-0.4,1.4,1.6,1.4,1.3,1,1.5,0.0,-0.20000000000000018,0.0,0.6000000000000001,0.0
Celta,Betis,4,2.2,1.2,1.2,2.2,1.0,0.6,2.0,1.6,1,0,2.45,3.4,2.87,0.38846314616134875,0.27992197296920723,0.3316148808694441,0.056848265291904676,2.2,1.2,4.1,-0.4,-1.0,1.2,1.3,1.4,1.8,0,1.0,0.5,0.8,1.4,4.0,1.0,0.6,2.4,2.2,1.6,0.6,2,1.6,0.0,0.3999999999999999,-0.8000000000000003,-1.6,-1.2
Espanol,Valencia,4,1.0,2.0,2.0,1.0,-1.0,-0.8,0.4,0.4,0,0,2.62,3.3,2.7,0.36175395858708886,0.28721071863581,0.3510353227771011,0.010718635809987775,2.0,1.0,3.2,-0.6,-1.0,0.6,0.7,1.0,1.6,0,1.0,0.0,1.0,1.8,3.8,0.4,0.8,1.2,1.4,1.3,0.9,1,1.6,0.0,0.0,-0.19999999999999996,-1.8,-0.6
Vallecano,Elche,0,1.2,2.6,2.6,1.2,-1.4,-2.8,0.8,0.0,1,0,1.72,3.6,5.25,0.5538948478987163,0.26463864955160893,0.18146650254967467,0.3724283453490417,1.6,1.4,3.2,-0.8,-0.2,1.2,0.8,1.1,1.9,0,0.6,0.0,2.6,0.4,2.5,-1.8,-2.2,0.2,0.4,0.5,2.3,0,2.4,0.5,-1.2000000000000002,-1.2000000000000002,2.0,1.0
Osasuna,Valencia,0,1.2,1.2,1.2,1.2,0.0,-0.4,1.8,0.6,0,0,2.4,3.2,3.1,0.39616613418530355,0.2971246006389776,0.30670926517571884,0.08945686900958472,1.0,0.8,2.9,-0.2,-0.2,1.4,1.4,0.9,1.1,0,1.4,1.0,1.2,2.2,4.2,0.4,1.0,1.4,1.4,1.5,1.1,0,1.4,0.5,-0.3999999999999999,1.2000000000000002,-1.2,0.0
Almeria,Vallecano,0,1.2,1.8,1.8,1.2,-0.6,-0.2,0.6,0.8,0,0,2.9,3.3,2.55,0.3315602836879433,0.291371158392435,0.37706855791962185,0.045508274231678525,1.6,0.4,3.6,-1.0,-1.2,0.6,0.4,0.8,1.8,0,0.0,0.0,1.8,1.4,3.7,-0.7,-0.4,1.2,1.0,1.3,2.0,1,3.0,0.0,-1.4,-0.20000000000000018,-0.7999999999999999,-0.6
Ath Madrid,Girona,0,1.4,1.2,1.2,1.4,0.2,-1.0,1.4,0.2,0,0,1.45,4.33,7.5,0.6543619089837492,0.21912812194605918,0.12650996907019152,0.5278519399135577,0.8,1.8,5.3,0.9,1.0,2.0,2.0,1.7,0.8,1,1.5,0.5,2.0,1.4,4.2,-0.6,-0.6,0.8,0.7,1.2,1.8,0,0.75,0.0,-0.19999999999999996,0.5999999999999999,1.6,1.2
Sevilla,Ath Bilbao,0,0.4,1.2,1.2,0.4,-0.8,1.2,1.0,1.8,0,2,3.0,3.3,2.4,0.31654676258992803,0.2877697841726619,0.3956834532374101,0.07913669064748208,2.0,1.0,3.6,-0.5,-1.0,0.8,1.0,0.9,1.4,0,1.8,0.0,0.8,3.0,4.7,1.2,2.2,2.4,1.9,1.8,0.6,3,1.2,0.0,0.19999999999999996,1.0,-3.2,-1.5999999999999999
Getafe,Real Madrid,0,0.8,1.4,1.4,0.8,-0.6,1.4,1.0,2.6,0,4,6.5,4.5,1.5,0.1475409836065574,0.21311475409836067,0.639344262295082,0.4918032786885246,1.8,1.4,2.7,-0.9,-0.4,1.4,0.9,1.0,1.9,0,0.8,0.5,1.0,2.4,7.2,1.7,1.4,2.6,2.4,2.5,0.8,0,2.0,0.0,0.3999999999999999,0.5999999999999999,-1.7999999999999998,-1.2000000000000002
Valladolid,Betis,0,0.4,1.6,1.6,0.4,-1.2,0.4,0.6,1.4,0,0,2.8,3.4,2.4,0.3344262295081967,0.2754098360655738,0.39016393442622954,0.055737704918032815,1.8,1.0,4.6,-1.3,-0.8,1.2,0.7,0.8,2.1,1,1.4,0.0,0.8,1.0,3.9,1.0,0.2,1.8,2.2,1.5,0.5,0,1.4,0.5,0.19999999999999996,-0.8,-1.0,-0.6000000000000001
Cadiz,Espanol,0,0.2,2.0,2.0,0.2,-1.8,-0.2,0.4,1.0,0,0,2.87,3.2,2.55,0.33086670045615807,0.2967460719716168,0.37238722757222503,0.04152052711606696,2.2,0.2,2.4,-1.5,-2.0,0.8,0.8,0.3,1.8,0,1.75,0.5,2.0,1.4,3.4,-0.6,-0.6,0.8,0.7,1.1,1.7,0,1.0,0.5,-1.8,-0.8000000000000003,-1.4,0.0
